"id","Kategorie","Name","Partei","Wahlkreis","Geschlecht","Kommentar","Bild","tags","Wikipedia_URL","Homepage_URL","SM_Twitter_user","SM_Twitter_id","SM_Twitter_verifiziert","SM_Facebook_id","SM_Facebook_user","SM_Facebook_verifiziert","SM_Youtube_user","SM_Youtube_id","SM_Youtube_verifiziert","SM_Instagram_user","SM_Instagram_id","SM_Instagram_verifiziert","SM_Telegram_user","SM_Telegram_id","SM_Telegram_verifiziert","created_at","created_by","modified_at","modified_by"
"f14701dc-fb95-4e1c-b717-353a085c2489","Bundestag","Jens Spahn","CDU","Steinfurt I – Borken I","männlich","Bundesminister für Gesundheit","https://de.wikipedia.org/wiki/Datei:2018-02-14_CDU_Th%C3%BCringen_Politischer_Aschermittwoch-5421.jpg","Parlamentarier Wiederwahl","https://de.wikipedia.org/wiki/Jens_Spahn","http://www.jens-spahn.de","jensspahn","299650387","TRUE","92576009043","jensspahn","FALSE","","","","","","","","","","2021-03-30 20:59:52","admin","2021-04-23 11:56:32","gw"
"e35bdc09-2ac0-4019-8105-c26f376da5e5","Bundestag","Michael Müller","SPD","Charlottenburg-Wilmersdorf","männlich","Auch  Listenplatz 1 für die Berliner SPD-Landesliste","https://de.wikipedia.org/wiki/Datei:2017-11-16_Michael_M%C3%BCller_(Wiki_Loves_Parliaments_2017_in_Berlin)_by_Sandro_Halank.jpg","","https://de.wikipedia.org/wiki/Michael_M%C3%BCller_(Politiker,_1964)","https://michael-mueller.de/","","","FALSE","","michael.mueller.berlin","TRUE","","","","","","","","","","2021-04-23 12:00:22","gw","2021-04-23 12:01:22","gw"
