"Name","SM_Facebook_id","SM_Facebook_user"
André Schröder,"191476900877853",SchroederMdL
Detlef Ehlebracht,"2236186450028375",Detlef.Ehlebracht.AfD
Ulrike Bahr,"488276387901037",mdb.ulrike.bahr
Bruno Hollnagel,"1978729779084426",HollnagelMdB
Lukas Köhler,"928551830613355",lukaskoehler.fdp
,,"1430611270"
Gudrun Brendel-Fischer,"1771974336442698",brendel.fischer
Helin Evrim Sommer,"1488613231431671",evrim.sommer
,,yvonne.magwas
,,frderfgth.erte
,,erwin.rueddel
,,timo.mildau
Manuel Westphal,"905145446229446",LandratManuelWestphal
Susanne Mittag,"461296367285910",susanne.mittag.9
Jessica Bießmann,"189249388173108",Jessica Bießmann
,,robert.sesselmann.16
,,isabell.hiekel.9
Jutta Krellmann,"222766331085910",jutta.krellmann
Anna Gorskih,"108127657321411",GorskihAnna
Gordon Hoffmann,"1427204984216317",gordon.hoffmann.mdl
Jan Bollinger,"1500066363627018",dr.bollinger
Georg Kippels,"686333338065826",georg.kippels.rheinerft
Sandra Funken,"586514921727029",SandraFunken.wk53
Martin Bäumer,"607045589446372",MartinBaeumerMdL
,,andreasjohnlichert
Andrea Johlige,"597467760289786",johligeandrea
Jan Metzler,"382418695453810",unserJanMetzler
Sami Khokhar,"1530819000514368",SamiKhokharDE
Sandra Weeser,"724954954342174",S.WeeserFDP
"Dagmar Ensch-Engel","822810241157813",DagmarEnschEngel
Yvonne Averwerser,"379150865981967",YvonneAverwerser
Volkan Baran,"1162911363792455",VolkanBaranMdL
"Jaqueline Rauschkolb","1414676452123984",rauschkolbjaqueline
Otto Hünnerkopf,"476711962401136",Otto Hünnerkopf
Sven Kohlmeier,"1120065084707235",SvenKohlmeierMdA
Thomas Dörflinger,"440694982787066",doerflingerbiberach
Falko Grube,"1593165054275560",Dr.FalkoGrube
,,andreas.jackel.10
Nico Ecke,"161705060543352",HanseNico
Ralf Kalich,"1377755835821182",MdLRalfKalich
,,ute.vogt.311
Petra  Guttenberger,"261560730851",guttenbergermdl
,,markus.paschke.77
Dominik Spitzer,"1851868071557795",drspitzerfdp
,,markus.stein.338
"Politik.offen - Hanka Kliese, SPD","250550245128471",politik.offen
Torsten Koplin,"121317009788",Torsten Koplin
Anja Karliczek,"327862874003443",anja.karliczek
,,manfred.behrens.5
Ines Springer,"290897990187",inesspringer
Michael Dietmann,"202474916483746",dietmann.mda
Henning Rehbaum -,"702425789960118",rehbaumhenning
Hubert Aiwanger Minister Bundesvors. Freie Wähler,"158888744130107",hubertaiwanger
Yvonne Averwerser,"379150865981967",YvonneAverwerser
Alexander Flierl - Mitglied des Bayerischen Landtags,"457247344370557",AlexanderFlierlMdL
Josef Dörr,"101671554639498",josefdoerrmdl
Markus Schreiber,"256913491165344",Markus.Schreiber.SPD
Jan Nolte,"801630029947609",Jannolteafd
Thomas Heilmann,"1014057301965054",thomasheilmannoffiziell
Klaus Steiner,"675518949490635",Klaus.steiner.mdl
Christina Kampmann,"227363224055470",ChKampmann
Dirk Nockemann,"1539802029680191",Dirk.Nockemann.AfD
Oliver Krischer,"341816569252157",okrischer
Ursula Groden-Kranich,"183467831832037",grodenkranich
Franziska Schubert - Oberlausitzer Abgeordnete für Bündnis90/Die Grünen,"111399792237720",FranziskaSchubertMdL
Gerald Ullrich,"1981109735453576",FDPGeraldUllrich
"Franz-Robert Liskow","1471258759768876",Liskow.MV
Thordies Hanisch,"1665552260151843",Thordies
,,peter.lerch.984
,,sandra.lewold
Franziska Becker - Mitglied des Abgeordnetenhauses von Berlin,"358852527628172",Franziska.Becker.MdA
Heiko Hessenkemper,"1332582470107618",profheikohessenkemper
Marcus Tandecki,"1410100799261864",marcustandecki
Stephan Albani,"286689658107688",StephanAlbaniMdB
Michael Roth,"1425725414386857",michael.rothmdb
Beate Müller-Gemmeke,"1432479903663310",gruenebeate
"Ernst Weidenbusch","1941556326102495",ernst.weidenbusch.mdl
Holger Hentschel Leipzig,"710980428954505",holger.hentschel.afd
,,manfredgrund
Mustafa Kemal Öztürk,"2286703511391609",Mustafa Kemal Öztürk
Michael Meister,"168727169874009",Dr.Michael.Meister
Johannes Fechner,"555842074449519",johannesfechner.spd
Jens Nettekoven,"194332547350050",JensNettekoven
Tina Fischer,"128496430642925",MenschTina
Astrid Mannes,"113787399151238",wk186
,,gudrun.petzold.90
Matthias Arends,"111960209504826",arendsmatthias
Rainer Matheisen,"82292613529",matheisen.fdp
Ronald Gläser,"299463247151487",ronaldglaeserberlin
,,sebastian.watermeier
Ronald Pohle,"2097843000508082",PohlePosition
,,andreas.winhart
Birgit Malsack-Winkemann,"1947143465369609",MalsackWinkemann
Roland Magerl,"161013031430125",roland.magerl.bayern
,,stefan.ruppert1
"Susanne Schaper","206661369804850",mdlsusanneschaper
Katharina Gebauer,"240968112939231",gebauer.katharina
Isabelle Vandre,"289934391162104",isabelle.vandre
Frank Schwabe,"132854030244592",frank.schwabe.94
Fraktionsvorsitzende Johanne Modder,"650039788431920",Fraktionsvorsitzende Johanne Modder
Thomas Lippmann,"509246555932596",Thomas Lippmann
Grigorios Aggelidis,"1318822244876982",Aggelidis.Grigorios
Klaus Hoher,"1009387905838598",klaushoherfdp
,,gulseren.demirel.16
Peter Biesenbach,"108707632498091",peter.biesenbach
Sven Teuber,"116305959089358",sventeuber
Yashar Givili -CDU-,"611005832310187",yashar.givili
"Thomas Isenberg","188302197857933",thomas.isenberg.de
,,alfred.grob
Marco Mohrmann,"216723288835950",einervonunsinHannover
Felix Schreiner,"137019056359309",schreiner.felix
Jörg Denninghoff,"683913958346270",JoergDenninghoff
Christina Weng,"568512120016733",christinaweng.spd
Manfred Ländner,"418925708180658",Manfred Ländner
"Jürgen Martens","1511645112212474",JMartensMdB
Hermann-Josef Tebroke,"204906209558507",tebroke
Lorenz Caffier,"231656403567259",caffier.lorenz
,,ursula.sowa.5
,,profile.php
"Eva Viehoff, Bündnis 90 / Die Grünen","418951598163979",Eva.Viehoff
Thomas Gehring,"489667171083448",ThomasGehring.Landtag
Joachim Stamp,"451196535029551",drjoachimstamp
Ellen Stock,"878188505641086",EllenStock.Lippe
Eckhardt Rehberg,"267217400392531",RehbergMdB
"Götz Frömming","1163768790326569",goetzfroemming
"Lydia Funke","212796865806545",MdLFunke
Benjamin Miskowitsch,"172046250105103",miskowitsch
Kerstin Eisenreich,"741501012561149",kereisen
Heinrich Fiechtner,"419453064932224",drheinrichfiechtner
Heike Hofmann,"551592588207840",heikehofmann.net
Markus Diekhoff,"1811996045717061",diekhoffWAF
Tobias Matthias Peterka -,"1527271330697247",TobiasPeterka
,,heveling
Michael Reul,"123960444462975",reulmichael
,,andreas.buettner.templin
Andreas Bühl,"234719636709452",Buehl.Andreas
"Birger Gröning, AfD","112122910169425",birger.groening.afd
Dietmar Nietan,"447923461909909",DietmarNietan
Lars Düsterhöft,"1663624833888357",larsduesterhoeft1981
Andreas WILD,"1939558669614315",andreas.wild.berlin
Stefan Nacke,"344485892619111",Nacke2017
Lasse Weritz,"127969874487330",LWeritz
Ingo Flemming,"268758010704563",flemmingdresden
,,helmut.kaltenhauser
Volker Bouffier,"53810387822",volker.bouffier
,,dominik.spitzer.33
Elisabeth Aßmann,"488585561260565",ElisabethAssmannSPD
Bedo Offiziell,"330297797001213",Bedo.Hamburg
Georg Eisenreich,"172024836782536",G.Eisenreich
Stefanie Seemann,"1013336352060093",stefanie.seemann
Stefan Fulst-Blei,"1642068702709637",stefan.fulstblei
Emil Sänze,"968740273257910",Emil Sänze
,,ingo.flemming.9
Denny Jankowski,"255797764879696",Denny.Jankowski.AfD
Boris Pistorius,"1559421730752327",borispistorius
Angela Merkel,"59788447049",AngelaMerkel
Starkes Zehlendorf,"1014338155279022",starkeszehlendorf
Angela Erwin,"639205642921177",angierwin
Alexander Wiesner - Mitglied im sächsischen Landtag,"1145606478950104",MdLAlexanderWiesner
Sandro Hersel,"124099171342362",sandro.hersel.afd
Höchst politisch,"326553771155038",hoechstpolitisch
Alexander Krauß,"102534893738681",daserzimherz
Lothar Maier,"672862506221605",prof.lotharmaier
Christin Melcher,"2279815495375336",Christin.Melcher.Leipzig
Ina Czyborra,"1103743619650085",ina.czyborra.mda
,,kathimux
,,ralf.stadler.75
Andrea Lindlohr,"104242189650899",alindlohr
Sabine Leidig,"209125975877005",Sabine.Leidig
Bernd Reuther,"140847556508677",Bernd.Reuther2017
,,heikofrank.scholz.7
,,daniel.keller.71216
,,sascha.bilay
Steven Wink,"212645802197793",StevenWink211
"Peter Felser, AfD","225499161202327",peterfelserafd
Thomas Schnelle,"307278593021308",ThomasSchnelle.nrw
Magnus Buhlert,"1581719448749973",mbuhlert
Björn Franken,"382486038571999",frankenbjoern
Manuela Rottmann,"121885904922962",ManuelaRottmannGruene
,,ThomasL.Kemmerich
Dirk Lerche,"881365378645977",lerche.afd
Yvonne Gebauer,"1425049301151339",yvonnegebauerfdp
"Tommy Tabor","530155260517925",TommyTaborAfD
Katrin Lange,"236733287022962",KatrinLangeSPD
Andreas Otto,"440358279391725",fp.andreas.otto
Wiebke Esdar,"1433558319994719",WiebkeEsdar2017
,,heikehaenselmdb
,,daniel.karrais
Stephan Kühn,"284509042263090",stephankuehn.bundestag
Thomas Poreski - Landtagsabgeordneter aus Reutlingen,"439778386357475",ThomasPoreskiMdL
Cemal Bozoğlu,"1473882089415781",cemal.bozoglu.mdl
,,maria.kleinschmeink
Daniela Kuge,"568994989870963",danielakuge
,,alexander.lorz.50
Stefan Schwartze,"444872249052425",stefan.schwartze
Nancy Faeser,"49037455311",NancyFaeser
,,michael.thews.96
Katja Meier,"100625520487768",mdl.katja.meier
Sabine Poschmann,"1373896675995661",poschmann.spd
Matthias Manthei,"564667573689007",Matthias.Manthei
Dietrich Monstadt,"1019710724716909",dietrichmonstadt
Andreas Schubert,"1601787879964686",Landtagskandidat.Gera.Sued
,,tobias.gotthardt.7
Kirstin Korte,"218844878272892",kirstinkortecdu
Carsten Schneider,"107591306090255",schneidercar
Michael Hofmann,"453712378047587",mdlhofmann
Marco Bülow,"793947750621975",marco.buelow
,,roland.weigert.18
Olaf Steinbiß,"123526324382795",olafsteinbiss
,,torsten.gahler.96
Iris Dworeck-Danielowski,"232276957338548",IDD.AfD
Matthias Enghuber,"527258634394754",EnghuberMatthias
Stefan Schard,"186520128756324",stefanschard
Regina Poersch-Landtagsabgeordnete,"141581255774",ReginaPoerschLTSH
Bürgerbüro DIE LINKE Duisburg,"232627110128323",Bürgerbüro DIE LINKE Duisburg
,,kathleenkuhfuss
"Inka Gossmann-Reetz, Landtagsabgeordnete","1397556150505658",gossmannreetz.mdl
Fritz Felgentreu,"1431932017036391",fritz.felgentreu
,,thorsten.raschen
,,keilerjoachimm
André Wendt,"848908368459075",andre.wendt.mdl
,,antje.tillmann
Stephan Haupt,"1408631849187004",Stephan.Haupt.FDP.NRW
,,jens.cotta.1
,,karsten.moring
,,katrin.werner.969
Daniel Münschke,"385552031916959",Muenschke.Daniel
Oskar Lafontaine,"188971457830996",oskarlafontaine
Wolfgang Heubisch,"187757708440378",WHeubisch
Astrid Wallmann,"327776243963114",AstridWallmannMdL
Carsten Meyer-Heder,"187955291801060",CarstenMeyerHeder
Michael Müller,"299147070277017",michael.mueller.berlin
Dörte Liebetruth,"223837734399146",doerteliebetruth
Karl Lauterbach,"638247852865845",Karl.Lauterbach.spd
Martin Hahn,"155763541100403",martin.hahn.mdl
"Annette Karl","191139280918531",mdl.annette.karl
Sina Dertwinkel,"187608528860310",Sina Dertwinkel
Stefan Schmidt,"407550236269410",StefanSchmidt.Bundestag
Christoph de Vries,"101094999966880",christophdevries
"Stephan Stracke","249998031779294",Stracke.Bundestag
Dirk Kienscherf,"465884943853012",DirkKienscherfSPD
,,nic.vogel.5
"Martin Böhm","320748971641029",boehm2017
,,edgar.franke
,,ossner1
Jens Zimmermann,"315208841871484",JensZimmermannHessen
Sebastian Ehlers,"1557427027906589",SebastianEhlersMdL
,,your.annanas
,,essenretten
,,jorg.zager
Jessica Tatti,"1701714076575330",MdB.Jessica.Tatti
Andreas Stoch,"121115018256872",StochAndreas
"Bernhard Loos","224385594673898",bernhard.loos.bundestag
Johannes Huber,"1345340318840587",Johannes.Huber.AfD
Christoph Hoffmann,"1165246086869493",dr.christoph.hoffmann.fdp
,,michael.ruhl2
Martin Patzelt,"1168602259923216",PatzeltBundestag
Uwe Kekeritz,"1569424040015304",UweKekeritz
Uwe Junge,"1682026398711676",uwe.junge.afd
Jörg Kühne Leipzig,"308327509319383",Jörg Kühne Leipzig
Raoul Oliver Classen,"211347745666175",RaoulOliverClassen
Cindi Tuncel,"213371912354040",Cindi Tuncel
Michael Kruse,"370127063176268",michaelkrusefdphamburg
Landtagspräsident André Kuper,"1167530979924153",AndreKuperMdL
Patrick Friedl,"156098758225533",PatrickFriedlWue
Sabine Barthel,"973080193080281",Sabine Barthel
,,irene.mihalic
Andreas Lichert,"121638038289317",andreas.lichert.afd
Jeannette Auricht,"1643965502492591",jeannette.auricht
Marianne Spring-Räumschüssel,"1865387350398650",MarianneSpringRaeumschuessel
Jens Kolze,"595535337207063",jens.kolze.mdl
Ralf Borschke,"983041328417316",rborschke
Torsten Herbst,"42099597765",torsten.herbst
Sandra Boser,"772373066216634",Sandra Boser
,,felix.martin.3344
Alexander Salomon,"186701964692894",salomon.alexander
Frank Henkel,"96589072281",frank.henkel
Franz Josef Pschierer,"312862592077144",franz.josef.pschierer
Rainer Podeswa,"462474107283467",Podeswa
,,saadet.orhansonmez
Johannes Zehfuß,"1861733144053267",Johannes Zehfuß
Bettina König,"125369477540130",bettina.koenig.MdA
Gaby Gottwald,"1488972651409129",gottwaldgaby
Christian Schaft,"885739711466723",schaft.christian
Henning Otte,"263332637458329",henningottecducelleuelzen
,,liebscher
Wilhelm Korth,"1535905169760396",W.Korth
Arif Tasdelen,"247561735662222",arif.tasdelen01
Angela Freimuth,"415569005126081",freimuth.angela
Benno Zierer,"219284714786655",BennoZiererMdL
,,patrick.friedl.923
Astrid Damerow,"147870419122960",AstridDamerowCDU
"Ulla Jelpke","243714072343496",Ulla.Jelpke
Szarata,"279332498836499",szarata
Boris Weirauch,"1476093456033410",borisweirauchspd
,,peter.heidt.75
Andreas Hofmeister,"466076313481384",AndreasHofmeisterCDU
Ibrahim Yetim,"1600328090229555",ibrahimyetimspd
,,sandra.bubendorfer
Clemens Rostock,"2364703873853039",RostockClemens
Frank Junge,"720595767983984",frankjunge
Josef Dötsch,"487498591430976",josefdoetsch.mdl
Kathi Muxel AfD Oder Spree,"190193968587442",MuxelOderSpree
Christian Flisek,"342721372735407",christian.flisek
Erik Stohn,"276626369175307",erik.stohn.fuer.die.region
,,elisabeth.kula
Frank Schmädeke,"1492099767533787",frank.schmaedeke
Andreas Steppuhn,"59234953343",andreas.steppuhn.mdl
Artur Auernhammer,"233549693475148",AuernhammerMdB
"Kathleen Kuhfuß","842616239407964",kathleen.kuhfuss.chemnitz
"Erhard Grundl","179806689429725",grundl.erhard
Torsten Schweiger,"216483295424239",CDUSchweiger
Paul Nemeth,"356264844583646",PaulNemethMdL
Ulf Thiele. Een van uns.,"439401862783155",IhrAbgeordneterImLandtagNiedersachsen
Ralph Saxe,"699929013405707",Ralph Saxe
Wilko Möller,"169074500389093",WilkoMoellerMdL
,,hitschlerthomas
Lars Castellucci,"295376017278501",larscastellucci
Susanne Ferschl,"1757842324535579",FerschlSusanne
Katharina Willkomm,"1787510671262261",KathWillkomm
Björn Höcke,"1424631334444815",Bjoern.Hoecke.AfD
Johannes Funke - Auf geht's.,"352280802250273",johannesfunkeaufgehts
Katja Mast,"499836743410538",katja.mast.politik
Sebastian Lechner,"624314001094066",sebastian.lechner.mdl
"Egbert Liskow","155697241117305",Egbert.Liskow
Jörg Urban,"913768352048396",joerg.urban.mdl
Armin Schwarz,"503396569702880",schwarz.armin
Thomas Kirste,"2696148747071296",Kirste.AfD
Dennis Paustian-Döscher für  Wandsbek und Eilbek,"101265453283663",Dennis Paustian-Döscher für  Wandsbek und Eilbek
"Stefan Müller, FDP","464138014078357",muellerstefanfdp
Thomas Marwein ist im Landtag,"150822521628989",Thomas Marwein ist im Landtag
Bürgerbüro Stefan Evers,"1443987255834055",Bürgerbüro Stefan Evers
Claudia Köhler,"1980777085498727",ClaudiaKoehlerLKMuenchen
Michaela Kaniber,"1536943376533126",MichaelaKaniberMdL
,,Robert151000
Stephen Paul,"115860868813225",StephenPaulMdL
Axel Gehrke,"1191053987684685",Axel.Gehrke.AfD
,,christian.klingen
,,people
Florian Ritter,"598944870133394",florian.ritter.spd
Muhterem Aras,"1095067603836709",muhterem.aras.stuttgart
Markus Meysner - Aktiv Erfolgreich Verlässlich,"468589146581782",meysnercdu
Frank Lortz,"259950521214316",franklortzmdl
Ralf Neubauer,"319285958243482",neubauer.spd
Jörg Michael Müller,"205366623417105",JMMHBN
Mustafa Güngör,"101793529895816",guengoer.mustafa
"Carsten Hütter Mitglied des Sächsischen Landtags, Direktkandidat WK37/Riesa","378399768998463",afd.huetter
,,RolandatHome
Nese Erikli,"214406888691887",erikli.nese
Katharina Fegebank,"695894334099553",Fegebank.Katharina
,,soeren.voigt
"Miriam Dahlke","1639875516135078",miriam.dahlke.gruen
Andreas Grutzeck,"479975268780177",grutzeck.altona
Barbara Becker,"278311789001540",BarbaraBeckerCSU
Oswin Veith - Für die Wetterau im Bundestag,"272959376168108",Oswin.Veith
Christoph Bratmann - Landtagsabgeordneter,"371366359966992",SPD.Bratmann
Jürgen Berghahn,"282288198926",juergen.berghahn
med. Cornelia Klisch,"225909857614322",drcorneliaklisch
André Hahn,"456335667806925",drandrehahn
Rolf Mützenich,"148837415153421",Rolf.Muetzenich
Jens Brandenburg,"364409693629796",JensBrandenburgFDP
Siegbert Droese,"1004458953031323",siegbert.droese.afd
,,rolfpeter.hooge
Gregor Werner SPD,"606873472768315",gregorwernerspd
Susanna Kahlefeld-Seite,"958456700918659",Susanna Kahlefeld-Seite
Marco Schmitz,"498966216976478",DuesselSchmitz
Jörg Dürre,"773554049391243",Jörg Dürre
Leif-Erik Holm,"1106238392760356",leiferikholm2
Alexander Kulitz,"232363686957754",Alexander.Kulitz
Stadtbüro Michael Efler,"626996964161481",StadtbueroEfler
Reiner Haseloff,"106772616013219",reiner.haseloff
Thomas Oppermann,"171274572931194",OppermannTho
"Peter Stein, Bundestagsabgeordneter","349452295159676",MdB.Peter.Stein
Uwe Dorendorf,"1447862548644160",UD.CDU
Volker Bauer,"511960535517439",volkerbauerlandtag
Hendrik Hering,"109821517215367",HendrikHeringMdL
Thomas Ehrhorn AfD,"945204268844750",Thomas Ehrhorn AfD
,,thomas.thumm.735
Karin Maag,"1688766234713949",karin.maag.stuttgart
Frank Grobe,"2062817733989885",frank.grobe.afd
Markus Herbrand -,"635651679840567",HerbrandMdB
Klaus Stöttner,"349649338470907",klaus.stoettner
Susann Rüthrich SPD,"465750076812877",Susann Rüthrich SPD
Andrea Oelschläger,"967807873259448",Andrea Oelschläger
Karl-Heinz Brunner,"257550241046190",brunner.spd
Ulrich Singer,"358514477967217",UlrichSingerAfD
"Andreas Wagner","237156343076377",AndreasWagnerMdB
Julia Philippi,"2025771561036648",PhilippiMdL
Maik Kowalleck,"2184427861875295",maikkowalleck.de
Klaus Gagel,"133222360586511",kgafdrtk
Wolf Rüdiger Fehrs Landtagsabgeordneter,"1295368510511107",wrfehrs
Martin Vincentz,"1708676965914877",Dr.Martin.Vincentz
Margaret Horb,"1394809747465555",margaret.horb
,,stirboeck
Patrick Rapp,"187384331288065",patrick.rapp.mdl
Jutta Niemann,"1626844190890551",niemannjutta
Anke Domscheit-Berg,"394450414220955",AnkeDomscheitBerg
Hakan Tas,"588431027868320",hakantasberlin
Leni Breymaier,"680825728745786",BreymaierLeni
Alexander Schweitzer,"399304043507930",alexander.schweitzer
Lena Arnoldt - Ihre Landtagsabgeordnete,"482933998440829",Lena.Arnoldt
Thomas Keindorf,"151135531609596",th.keindorf
Peter Ramsauer,"111747124676",PeterRamsauer
Helmut Radlmeier,"174154032971358",Radlmeier.Helmut
Michael Hüttner,"549001132272858",Michael Hüttner
Roswitha Schier,"635486029950520",roswitha.schier.mdl
Jette von Enckevort für Hamburg-Mitte,"368547589981264",jettevonenckevort
Tim Stoberock - Alstertaler Bürgerschaftsabgeordneter,"353770021500416",timstoberock.de
Sascha Raabe,"222765385226",DrSaschaRaabe
,,janwenzel.schmidt
Nicole Gohlke,"560137777526640",NicoleGohlkeMdB
Irene Mihalic,"196359297238038",Irene Mihalic
"Markus Stein","541943245914117",markus.stein.mdl
Marion Schardt-Sauer,"582870681731673",Schardt.LM
Joachim Kößler,"483426858400712",koessler.joachim
"Taylan Burcu","584922541922805",taylan.burcu.gruen
"Nicola Böcker-Giannini","1665299427078827",NicolaBoeckerGiannini
Dietmar Woidke,"676957922347830",woidkedietmar
Hauke Wagner,"592795380824623",wagnerwaehlen
Willi Halder,"142951955748674",WilliHalder
Carsten Heeder,"130852623647196",carstenheederspd
June Tomiak,"258186407896524",JuneTomiak
Nic Vogel,"714820345640123",Nic.Vogel.AfD
Anja Kofbinger,"197419697306033",anjakofbinger
Fabian Schrumpf,"1089655431083008",fabian.schrumpf.mdl
Jörg Hillmer,"416084121771097",joerghillmermdl
Walter Taubeneder,"343089325847478",walter.taubeneder
Stephan Meyer,"1364823403533373",drstephanmeyer
"AfD Riesa, Büro Carsten Hütter","684738688553775","AfD Riesa, Büro Carsten Hütter"
Norbert Kartmann,"167516796736200",n.kartmann
Matern von Marschall,"598661630150635",matern.von.marschall
Joachim Pfeiffer,"183583961775415",DrJoachimPfeiffer
Melanie Bernstein,"1584130918547858",melaniebernstein.cdu
Christian Görke,"202117839972828",ChristianGoerkeLINKE
Helge Lindh,"339094399790397",helgelindh
Dora Heyenn,"318762168204156",DoraHeyenn
Volker Ullrich,"249601011844044",ullrich.volker
Kristian Ronneburg,"336305539892965",kristianronneburgmahe
Regina Kopp-Herr,"108678995832973",regina.kopp.herr
Alexander Dobrindt,"62772136958",AlexanderDobrindt
Lars Klingbeil,"355456486093",klingbeil.lars
Peer Knöfler,"1611003822544700",Peer Knöfler
Carola Veit,"52101870734",carola.alexandra.veit
Alexander Müller,"228197331016786",alexmuellerfdp
Reginald Hanke,"1397606910290484",reginaldhanke
Joachim Paul,"1000655360015026",joachim.paul.afd
Carla Kniestedt,"2032606863700920",fuerslandindenlandtag
Uwe Feiler,"108826898029",uwefeilermdb
Andreas Jäckel,"155347698493725",jaeckel.andreas
Henner Schmidt,"145002902209698",hennerschmidt2016
Marc Biadacz,"1705704139744126",MBiadacz
Bernd Grimmer,"1741974026067742",drbernd.grimmer
Hauke Hilz,"776031149178265",hhilz
Frank Oesterhelweg,"1432117940422681",frankoesterhelweg
Ina Spanier-Oppermann,"507412942759351",jetzt.ina
Hans-Jürgen Irmer,"170178229988553",Hans-Jürgen Irmer
Lars Herrmann,"132324594113763",LHerrmannMdB
Michael Piazolo,"405818562815327",MichaelPiazoloMdL
"Jürgen Pohl","255285948254612",juergen.pohl.afd
"Gerald Pittner, Mitglied des Landtags","2084077571860022",fwgeraldpittner
Jochen Haußmann,"182740325209270",jochen.haussmann
Uwe Serke,"1399801230237219",uweserke.mdL
Manfred Todtenhausen,"370645369674729",manfred.todtenhausen.fdp
Ulrike Scharf,"392240794288656",ulrike.scharf.erding
Lasse Petersdotter,"651966651680933",LPetersdotter
André Schaller,"2026584070733134",andre.schaller.wk32
Emmi Zeulner,"146147165545321",ZeulnerEmmi
Alexander Becker,"109316983738310",AlexanderBeckerMdL
Tobias Rausch,"940390702804971",TobiasRauschAfD
Markus Töns,"1131664343579413",markustoens
Stephan Bothe,"1955234668060261",StephanBotheMDL
Sebastian Steineke,"139085289609798",sebastiansteineke.Bundestagsabgeordneter
"Maja Lasić","1681710422070528",Maja.Lasic.SPD
Sven-Christian Kindler,"51181425698",svenkindlermdb
Thomas Schwarz,"159764971092882",ThomasSchwarzMdL
Andreas Terhaag,"456617424545884",andreasterhaagmdl
Tessa Ganserer,"2056406514397698",Tessa Ganserer
Thomas Göddertz,"210158116090420",SPD.ThomasGoeddertz
Jasmin Janzen,"746877591999645",Jasmin Janzen
Kathrin Dannenberg,"1613844342277143",dannenberglinke
"Dagmar Freitag, Mitglied des Deutschen Bundestages","352049611577164",erststimmedagmarfreitag
Wulf Gallert,"153769668021186",wulfgallert
Catherina Pieroth,"1043309992370443",CatherinaPierothMdA
Amira Mohamed Ali,"1533185586760485",amira.dielinke
Anke Rehlinger,"371950716321791",ankerehlinger
Michael Efler,"328849937744515",DrMichaelEfler
Kerstin Griese,"267441470338062",KerstinGrieseMdB
Michael Hennrich,"1210174475726685",HennrichMdB
Sabine Hartmann-Müller,"2080061718915958",sabinehartmannmueller
Norbert Beck,"336999506509185",Norbert Beck
Anton Baron,"251626411839434",antonbaronmdl
Andreas Heinz - Mitglied des Sächsischen Landtages,"114008563307671",Andreas Heinz - Mitglied des Sächsischen Landtages
Jens Spahn,"92576009043",jensspahn
Volkmar Vogel,"246939565393407",volkmarvogelmdb
Volker Nielsen,"241515839552296",Volker.NIelsen.CDU
"Leopold Herz","151000451713370",HerzLeopold
Klaus Holetschek,"515285941922173",holetschek
Alexander Throm,"1698700087037237",alexander.throm.hn
Erich Irlstorfer,"1263509730403029",ErichIrlstorferMdB
Gerald Otto,"506251940115738",Gerald Otto
Christine Lambrecht,"176599482452270",Christine.Lambrecht.188
"Nicole Walter-Mundt","1908791436091671",waltermundt.nicole
René Schneider,"1821249694778582",reneschneider.de
"Fabian Mehring","545040792244231",fabian.mehring
Katja Suding,"302158106494053",suding
Andreas Noack,"616932705117008",NoackMdL
Bernd Rützel,"701570419910290",BerndRuetzelMdB
Thadäus König,"1550003181784176",thadaeus.koenig.cdu
Helge Braun,"61457331088",helge.braun
Sebastian Schlüsselburg,"180989051952167",sebastian.schluesselburg
Bettina Müller,"306664909442738",BettinaMuellerSPD
Thomas Silberhorn,"1667682606803909",ThomasSilberhornMdB
Verena Blix - Kandidatin für Dulsberg,"770804256319430",Verena Blix - Kandidatin für Dulsberg
Bärbel Kofler,"183976541729215",Baerbel.Kofler
Alois Rainer,"516782058376475",Alois Rainer
Stefan Weber,"1090037057749358",Stefan.Weber.SPD
"Maika Friemann-Jennert","155058777971652",friemann.jennert
"Marianne Schieder","728011090672695",MarianneSchieder
Jens Lehmann für Leipzig,"1172124759533323",JensLehmannLeipzig
Olaf Lehne,"1388021057935583",OlafLehneNRW
Johann Häusler,"624196247720604",Haeusler.Johann
"Peter Bauer, Frankensprecher","114262661934086",PeterBAUER.Frankensprecher
Karsten Klein,"120519827980254",karsten.klein.stadtrat
Petra Hoegl,"1954823081515173",petrahoegl.keh
Oguzhan YaziciB,"328782104413437",oguzhanyazicicdu
"Klaus Jensen","178155212697353","Klaus Jensen"
Bela Bach,"288195807982450",BelaBachSPD
Philipp da Cunha,"1436648789900217",pdacu
Johannes Vogel,"486203081469505",johannesvogel
Antonia Mertsching,"549019895608319",ToniMertsching
Carina Konrad,"1768312143484401",carinakonrad.fdp
Gesine Lötzsch,"77067914982",gesine.loetzsch
Matthias Kerkhoff,"402433743102840",MatthiasKerkhoffCDU
Sören Schumacher - Hamburger Bürgerschaftsabgeordneter - Wahlkreis Harburg,"181393321884220",soeschu
Thomas Hitschler,"228669933928090",thomashitschler
Dietmar Bartsch,"135751919841485",DietmarBartschMdB
Dieter Neuendorf,"2000037030246544",DieterNeuendorf.AfD
Tobias Eckert,"225381241578073",TobiasEckertSPD
Andreas Winhart,"587921848027213",AndyWinhart
Reinhard Brandl,"326547101058452",ReinhardBrandlMdB
Sebastian Gemkow,"123383409054308",gemkow2020
