"Name","SM_Facebook_id","SM_Facebook_user"
Claudia Schmidtke,"445454252485071",ClaudiaSchmidtkeMdB
,,marion.schardt.9
Doreen Schwietzer AfD,"350379372378806",SchwietzerAfD
Stephan Thomae,"114479615316279",stephanthomaefdp
Jürgen Lenders,"2082368305366559",LendersFDP
Johannes Röring,"443997999314231",johannesroeringmdb
"Tino Sorge","410387535708548",sorgetino
Markus Plenk,"2204540726433861",markusplenkafd
Jan Wenzel Schmidt,"922499797823855",jan.schmidt.afd
"Karsten Woldeit","1701434933437942",wollihood
Uwe Koßel,"448356141960402",uwe.kossel
Jutta Widmann Freie Wähler Landtagsabgeordnete,"2081182765231927",jutta.widmann.freie.waehler
Willi Mittelstädt,"1072367836209889",Willi Mittelstädt
Patricia Lips,"438460039847259",bundestag.lips
Dorothee Martin,"169373009772164",dorothee.spd
,,thomas.jurk.39
Anne Helm,"146882712139241",SeeroiberJenny
,,kay.ritter.372
Janina Brünjes,"344428759300247",janina.bruenjes
Klaus Bouillon,"1668862666766878",Klaus Bouillon
Stefan Herre,"228378350985143",StefanHerreLandtag
Katharina Landgraf,"1434449423261555",Katharina Landgraf
,,jasmina.heritani
,"304300113046740",veronikabellmann
,,thore.schaeck
Marcus Weinberg,"123608251805",Marcus.Weinberg
"Steffen John","1830021937266591",neuesprogramm
Karin Logemann,"828147113904771",KarinLogemannMdL
Martin Huber,"141919912684120",martinhuber.8
Verena Hartmann,"1837702203137095",MdB.Verena.Hartmann.AfD
"Hartmut Honka","1470407183278533",hartmut.honka
Andreas Lämmel,"330411347064461",laemmelmdb
Martina Renner,"626402354237715",martinarennermdb
Martin Gerster,"151208418394628",MdB.Martin.Gerster
,,dorothea.fensak.5
Astrid Freudenstein,"438010156326906",astridfreudenstein
Roy Kühne,"1027805840692678",drroykuehne
München braucht Diana,"268294063270690",MuenchenBrauchtDiana
Otto Fricke,"164713303726525",ottofrickefdp
Stephanie Schuhknecht,"142771743096353",stephie.gruene
Thomas L. Kemmerich,"657846797659513",KemmerichThomasL
Christian Schmidt,"729955230538990",christian.schmidt.mdb.fuerth
Volkmar Zschocke,"689382474520988",volkmar.zschocke
Birgit Herdejürgen,"324996434570539",birgitherdejuergen
Torsten Felstehausen DIE LINKE,"1339327929438955",t.felstehausen
"Robby Schlund","1376838535690807",robby.schlund.afd
Margit Wild,"166289253442932",MargitWild
Udo Wernitz,"365611143994121",klosterlehnin.de
Albert Stegemann,"1400602380214173",albertstegemann1
,,harald.pfeiffermdl
Christian Klingen,"189317658219808",AfDklingen
"Martin E. Renner","1166598340038556",martinrennermdb
,,anna.stolz.376
Marc Lürbke,"989857484390379",MarcLuerbke
,,matthias.stefke
Horst Förster,"448469828887914",horst.foerster.mdl
,,michaelkellerhb
"Thomas Seitz","1060248910727859",Thomas.Seitz.AfD
Heike Gebhard und Sebastian Watermeier - Landtagsabgeordnete für GE,"360935590966504",heikeundsebastian
Gökay Akbulut,"1628676764050562",goekay.akbulut
,,christoph.skutella
Sabine Wölfle,"345554375625789",SabineWoelfle
Petra Nicolaisen,"1968131173400411",P.NicolaisenWK1
,,cdu.metzler
Doris Achelwilm,"130285274309507",doris.achelwilm.dielinke
Tankred Schipanski,"134229626612248",T.Schipanski
Nadine Hoffmann AfD,"362038304544972",NadineHoffmannAfD
Wolfgang Hauber - FREIER WÄHLER aus Überzeugung,"124987298191905",hauberwolfgang
Simone Barrientos,"144178299002339",simonebarrientosseite
Frank Boss,"1496371113707139",frankboss2017
Franziska Müller-Rech,"192841884161271",FranziskaMuellerRech
Lisa Paus,"554919787966650",lisa.paus
Susanne Grobien,"264256787311307",Listenplatz9
,,HuenichLars
Doris Ahnen,"206652553391",Doris Ahnen
Özlem Ünsal,"350259245345152",oezlem.uensal.spd.kiel
Jan Rübke,"180627641974998",JanRuebke
Friedrich Straetmanns,"1835956256662557",Friedrich.Straetmanns
Peter Boehringer,"1534799293402291",Peter.BoehringerCom
Carsten Brodesser,"1847338492218497",dr.carsten.brodesser
Hedi Thelen,"300894153352815",Hedi.Thelen.MdL
Johannes Becher - Landtag,"125961278077089",becherpolitik
Kirsten Lühmann,"312095768993159",kirstenluehmann
,,stefan.naas.steinbach
"Oliver Luksic","52888328642",OlliLuksic
Lisa Gnadl,"596834743682994",lisagnadl
"Patrick Beier","894166760767703",PatrickBeierDieLINKE
Markus Brinkmann,"502621810073974",MBrinkmann22
Wolfgang Decker,"309649206236492",wolfgangdeckerkassel
Alexander Hold,"738902382819206",konsequent.rechtsstaatlich.menschlich
Sebastian Walter,"874395769246308",walterlinke
Alexander Wolf,"854202354631233",Alexander.Wolf.AfD
Winfried Hermann,"1452597921720219",winfried.hermann.stuttgart
Dennys Bornhöft,"1997582683585163",DABornhoeft
Marcus Spiegelberg,"703143419823183",marcus.spiegelberg.afd
"Gabi Schmidt","305464959848683",schmidtgabimdl
Philipp Amthor,"1427167380661053",amthor.philipp
Sybille Benning,"464650286932127",sybille.benning
Michail Nelken,"1541638982807354",Michail Nelken
Heike Gebhard,"1346397292158007",heikegebhardMDL
Peter Hauk,"103713183028606",Peter Hauk
,,denny.jankowski.7
Frank Imhoff,"294469427942123",FrankImhoffMdBB
Gerds Team,"186102374760722",Gerds Team
Lena Duggen,"2231366423786434",Duggen.Lena
,,lars.schutze.9
Tante Lieselotte,"333544910096538",tante.lieselotte
Michael von Abercron,"360162814034907",mvabercron
Bijan Djir-Sarai,"791450961024980",djirsarai
Alexander Dierks,"1669479939768852",AlexanderDierksMdL
Stefan Wenzel,"223539008173412",StefanWenzelGruene
Georg Nüßlein,"307057129440325",georg.nuesslein.lt
Florian Pronold,"292596577491386",Florian.Pronold
,,pia.schellhammer
Ulla Schmidt,"558021017561546",ullafueraachen
,,yanki.pursun
Sebastian Czaja,"227292860644574",czaja.sebastian
Holger Arppe,"1002689313158729",arpperostock
Martin Hagen,"112072139503036",hagenfdp
Stefan Thielen,"157182301295956",thielensaar
Bernd Althusmann,"162828467491303",AlthusmannBernd
Heiko Kasseckert Landtagsabgeordneter,"353688221400207",Heiko Kasseckert Landtagsabgeordneter
Raed Saleh,"1169432743145480",raedsaleh.spd
Kathrin Anklam-Trapp,"414111711973316",KathrinAnklamTrapp
Melanie Huml,"369808499805109",melanie.huml
"Hans Herold","116416958470200",MdLHansHerold
Christian Petry,"664443296948057",christianpetry
Karl-Ludwig von Danwitz,"627112757486944",klvondanwitz
Holger Arppe,"1002689313158729",arpperostock
Jens P. Meyer,"637530099685368",jenspmeyer.hamburg
Wahlquartier Stavenhagen - Peter Ritter (MdL MV),"380921365263774",WahlquartierStavenhagenPeterRitterMdlMv
Krzysztof Walczak,"329039423952230",walczak.afd
Florian Hahn,"291644800982357",florian.hahn.3766
"Nicole Bauer","675646769291203",bauer.nicole.fdp
,,"100006037262587"
Nils Schmid,"170951649104",Nils.Schmid.SPD
"Florian Herrmann","674340402707662",FlorianHerrmannMdL
Martin Hess,"1299558906757745",Martin.Hess.AfD
,"1360759090646968",peter.lorkowski.afd
"Rita Hagl-Kehl","932815056748552",Rita.Hagl.Kehl
Thomas Röckemann,"881041928707810",Thomas.Roeckemann.AfD
Lencke Wischhusen,"543524312443675",lencke.wischhusen
Daniel Karrais,"257219315029283",karrais.fdp
Steffen Dittes,"405778036421258",St.Dittes
Doris von Sayn-Wittgenstein,"1034236023329204",vonSaynWittgenstein
Florian Braun,"832937943501576",florianbraun.nrw
"Sebastian Münzenmaier","1769949476598582",sebastian.muenzenmaier
"Stephan Brandner","1550798871807977",stBrandner
Minister Olaf Lies,"407246432729975",MinisterOlafLies
Wilhelm Hausmann,"1738959986427232",w.hausmann
,,Motschmann.Elisabeth
,,AlbaniStephan
Corinna Herold,"1614039335501117",Corinna Herold
Mach nichts falsch - wähl Marcus Malsch,"245707472285900",MarcusMalschCDU
Silke Gebel,"155001591234832",MitteMitte
Boris Rhein,"1471892976391043",BorisRhein
Ulrich Commerçon,"248050045245644",UlrichCommercon
"Marc Ruland","194750987330658",marcrulandspd
Manfred Pentz,"593292404082611",manfred.pentz
,"1019823684752474",Torsten.Hofer.SPD
Sabine Weiss,"263526990446424",SabineWeissMdB
Svend-Gunnar Kirmes,"927750040908164",Svend-Gunnar Kirmes
,"771193606336273",sauermann.sarah
,,mirjam.schmidt.754
Mike Mohring,"188677361503511",mikemohring.de
Uwe Schummer,"526065100752981",UweSchummer
Markus Blume,"200855900382059",markusblumecsu
Sven Rissmann,"220020581695922",rissmann.sven
René Rock,"555513111127034",rene.rock.fdp
,,harald.weinberg
Lars Hünich,"2179676885680143",Larshuenich
,,annalena.baerbock
Gerold Otten,"293462724395793",GeroldOttenAfD
Rainer Stickelberger,"164149653929833",rainerstickelberger
Ingmar Jung für Wiesbaden - Einfach machen,"112458572722498",ingmarjung
Stefan Kämmerling,"423517887748730",stefan.kaemmerling.spd
Stefan Politze,"593200904219456",Stefan Politze
August Schuler,"414758458713764",augustschuler.cdu
Jochen Ott,"258921134303986",jochen.ott.koeln
Bodo Löttgen,"748549018567905",bodoloettgen
Falko Mohrs,"1471721149560126",FMohrs
Kai Wargalla,"842504502479333",KaiWargalla
Claudius von Rüden,"170070979704577",Claudius von Rüden
Herbert Schulz,"474403315963316",Herbert Schulz
Albrecht Pallas,"52290984405",AlbrechtPallas
Verena Hartmann Mitglied des Bundestages,"381074149003748",VerenaHartmannMdB
Michael Groß,"770570202999067",michaelgrossmdb
,,uwe.witt110
Ulrike Schielke - Ziesing AfD MV,"1618008748513984",UlrikeSchielkeZiesingAfD
Frank Brodehl,"179032255984587",Frank.Brodehl.AfD
,,gerhard.liebscher.372
Wolf-Dietrich Rost,"829957650482929",wolfdietrichrost
Laura Stoll,"361537604006492",STOLL.HHBUE15
Lutz Hecker,"1937766416552609",lutzheckermdl
,,hep.monatzeder
Harald Weyel,"118445328784907",H.Weyel
Mehmet Yildiz,"260335584433785",YildizMehmetLinke
Katja Hessel,"589834311205649",HesselKatja
Josef Schmid,"506834376016805",josefschmidmdl
Andreas Kenner,"1626425754301412",andreaskenner.spd
Volker Nothing AfD,"398142254358355",VolkerNothing.AfD
Johannes Hintersberger,"320107041355413",johannes.hintersberger
Bernd-Carsten Hiebing,"198252974013623",BCHiebing
Matthias Bartke,"175913025887969",mbartke
Karamba Diaby,"330061277100619",DrKarambaDiaby
Sabine Bätzing-Lichtenthäler,"386107208164422",SBL.SPD
,,beate.walterrosenheimer
Yvonne Magwas,"185551978642060",YvonneMagwasVogtland
,,cemal.bozoglu.1
Hans-Jürgen Müller,"654481185023260",hansjuergenmueller.gruene
Stefan Schuster,"312749342120073",Stefan.Schuster.SPD.MdL
Marian Wendt,"554153017969006",marian.wendt
Joachim Herrmann,"741724592531706",joachim.herrmann.csu
,,udowernitz
Steffen Bilger,"847387425402196",steffen.bilger.cdu
Michael Piazolo,"405818562815327",MichaelPiazoloMdL
Matthias Rößler,"516839052158588",roesslermatthias
Gabriele Hammelrath,"446703248702074",Gabriele.Hammelrath
"Gabriele Walger-Demolsky","1203813792996684",WalgerDemolsky
"Martin Hebner","218995811911852",HebnerMartin
"Martin Mittag","1786292521634364",mfuerm
,,sandra.johann
Julia Verlinden,"528410977196029",jul.verlinden
Tino Chrupalla,"1592161514425449",TinoAfD
,,KerstinRadomskiCDU
"Herbert Mohr","295630957478020",HerbertMohrMdA
,,max.schad.52
Klaus Kaiser,"1544143392559562",KlausKaiserCDU
Gunter Jess,"325379711260529",afd.jess
Hep Monatzeder,"268585063781324",monatzeder.hep
Britta Oellers,"398964613782838",britta.oellers.cdu
Eberhard Gienger,"166365600212391",eberhard.gienger
Yanki Pürsün,"229389084462699",yankiffm
Christian Piwarz,"514948678564784",Christian.Piwarz.DD
Heidrun Bluhm,"157199237764392",bluhmheidrun
Eric Dietrich,"609530432465249",Dietrich.Erzgebirge
Raphael Tigges,"1134756776598643",RaphaelTiggesCDU
Lars Kuppi - Ihr Abgeordneter im sächsischem Landtag,"110757223658456",larskuppi2019
Andreas Becker,"260266027394515",MeinBecker
Antje Tillmann,"1249194705159064",AntjeTillmannMdB
,"314523338600729",FranzUntersteller
,,runge.mark
Christina Baum,"449770495211587",Dr.Christina.Baum
Ingmar Jung - für Wiesbaden im Bundestag,"112458572722498",ingmarjung
"Daniel Wald","318396151841792",DanielWaldMdL
Karina Fissmann,"1654005754685758",karinafissmann.spd
Gerhard Kleinböck,"157219928673",kleinboeck.gerhard
Regina Kittler,"438783186277262",MdAreginakittler
Werner Kalinka,"634087250131145",wkalinka
Stefan Lenzen,"334509466941496",stefanlenzen.nrw
Katja Kipping,"214211071944227",KatjaKipping
,,katja.poschmann.5
Reinhold Gall,"162995440394650",reinholdgall
Christiane Böhm,"605106392853157",boehmchr
,,gerhard.zickenheiner
Bernhard Seidenath,"168740097185733",bernhardseidenathofficial
Simone Strohmayr,"1690988661118351",SimoneStrohmayrMdL
Theresia Bauer,"648864805157695",MinisterinTheresiaBauer
,"539835122868550",ReinholdJost66
Wolfgang Wiehle,"1586388241380355",W.Wiehle
Thiemo Röhler,"299061420172047",ThiemoRoehler
Timon Gremmels,"621438468048970",TimonGremmels
Ursula Sowa,"118208531703716",teamsowa
Jörg Kiesewetter,"2451922581757104",joergkiesewetterMdL
Deniz Kurku,"400196063667286",deniz.kurku.spd
Jochen Schulte -,"679045968861362",Jochen Schulte -
,,petra.loibl.1
Petra Tiemann,"120886698573537",petratiemannspd
Serdar Yüksel,"961777890623902",Serdar.SPD
Birke Bull-Bischoff,"99994557297",birkebullbischoff.dielinke
Bruni Wildenhein-Lauterbach,"1842043236077459",bruni.wildenheinlauterbachMdA
Rüdiger Weiß,"700046770132095",ruediger.weiss.de
,,birgit.herdejurgen.7
Franziska Brantner,"169458386402344",fbrantner
Silke Schindler,"718410294924198",silkeschindlerspd
Karl Straub,"439551722791486",karlstraub.de
,,wilko.moller.1
Kerstin Kircheis,"530587643645756",kerstin.kircheis
Dagmar Schmidt,"108131116181",dagmar.schmidt.356
Jürgen Berghahn - Mitglied des Landtags NRW,"282288198926","282288198926"
Sören Voigt,"411575186277077",SoerenVoigtVogtland
Albert Duin,"271052926376449",DuinBayern
Detlef Seif,"769735833170668",Detlef Seif
Guido Pott,"448576305158834",pott.guido
"Thomas Thumm AfD-Erzgebirge","103168037837818","Thomas Thumm AfD-Erzgebirge"
Friedlinde Gurr-Hirsch,"1467875723468795",GurrHirsch
Marlies Stotz,"677231655658650",marlies.stotz
René Springer,"180406922444317",springer.rene
"Christoph Degen","214731125245063",degen.christoph
Hans Peter Stauch,"1871893723062225",hanspeterstauchafd
,,fabian.mehring.395
Ekin Deligöz,"108268569247213",deligoez.ekin
,,markuskurthmdb
Andreas Steier,"635959036592480",SteierMdB
,,miskowitsch
Inge Aures,"212410772248562",Inge Aures
,,jorg.henke.549
Simone Oldenburg,"270540433346731",SimoneOldenburgLINKE
Arno Gottschalk,"387302858085645",arno.gottschalk.bremen
Nicole Höchst,"200054723727357",Nicole Höchst
Peter Strobel,"173820486010736",Peter Strobel
,,miriam.dahlke
,,martin.patzelt.1
Nadine Schön,"515908098472177",schoen.nadine
Angela Kolb-Janssen,"1815459708672245",Angela Kolb-Janssen
Andreas Hein,"490748001119345",AndreasHeinCDU
"Karl Klein","176215385747686",Karl.Klein.MdL
Diana Lehmann,"411744012296662",dianalehmannspd
Christian Jung,"1120084394716274",christianjungfdp
Kurt Wansner,"1669204569985964",KurtWansner
Robert Brannekämper,"407135239400685",RobertBrannekaemper
,,georg.eisenreich.73
Marie-Luise Dött,"146088705573868",marie.luise.doett
Imke von Karstedt,"499762423401406",ImkeVonKarstedt
"Katharina Dröge","1895940400636093",KatharinaDroegeMdB
,,gerald.pittner
"Susana dos Santos Herrmann","1724149411197042",dosSantosHerrmann
,,lenaduggen
Karl Heinz Hausmann,"269149609822527",Hausmann.MdL
Michael Theurer,"386021434908185",michael.theurer
Thomas Jarzombek,"369544409818448",thjarzombek
Thomas Rudy,"655170387924081",thomas.rudy.afd
Carsten Schatz Bürgerbüro,"231746223685181",bueroschatz
Frank Brodehl,"259251734651386",DrFrankBrodehl
Josip Juratovic,"53732354560",josipjuratovic
Hermann Otto Solms,"2296799040544315",SolmsFDP
Armin Paul Hampel,"775301135895039",ArminPaulHampelAfD
Stephan Toscani,"149169115142173",StephanToscani
Andreas Gerhold,"442392202581571",gerhold.hhwahl
Alexander Schweitzer,"399304043507930",alexander.schweitzer
Klaus Ernst,"86704161022",mdb.klaus.ernst
Romina Plonsker,"1045126222212052",rominaplonsker
Kerstin Köditz,"1823880181186280",koeditz
Ralf Stadler,"502622803558244",ralf.stadler.mdl
"Jörg Kröger, AfD","525410497645569",Kroeger.Joerg
,,christiane.schenderlein
Norbert Barthle,"432933006819508",NorbertBarthleMdB
,,frank.diefenbach.779
Holger Mann,"838580572852292",Mann.Holger.SPD
Markus Rinderspacher,"587618004619757",markus.rinderspacher
Andreas Geisel,"257469054300928",Andreas.Geisel
Manuela Schmidt,"642313669134895",drmanuelaschmidt
,,uwe.kekeritz.3
Daniel Föst,"1026865247418194",daniel.foest.Bundestag
Stefan Ruppert,"430463330673984",StefanRuppertFDP
Norbert Röttgen,"358818263101",NorbertRoettgen
Jens Eckleben,"1431084340465752",Eckleben
Cornelia Möhring,"229017740475871",CorneliaMoehring
Katrin Rehak-Nitsche,"827247530799079",rehak.nitsche
Karin Timmermann,"404974909559693",timmermann.karin
"Jörg Dornau, AfD","927494517420953",dornau.afd
Dagmar Ziegler,"355565337903738",ZieglerMdB
Oliver Krauß,"1613098125664689",OliverKrauss.NRW
Michael Wäschenbach,"360945893936338",BurgerburoMichaelWaschenbach
,,VolkerRichter64
Heiko Scholz,"530613630698950",heikoscholzafd
Harald Ebner,"95123288681",HaraldEbnerMdB
Anna Christmann,"1167625756623830",AnnaChristmannBT
Alexander Brockmeier,"279282275785036",brockmeierfdp
Frank-Christian Hansel,"1440291012931352",fchansel
Christian Grascha,"249005422496",graschachristian
Tobias Hans,"54497594909",tobiashans.saarland
Dirk Panter,"1474558609448527",dirk.panter
Vanessa Gronemann,"159977974836998",vanessagronemann
Hendrikje Klein,"1499493156979337",hendrikjeklein.berlin
,,udo.hemmelgarn
Andreas Nowak,"330855083743622",Andreas.Nowak.MdL
Stephan Tiesler,"204891190387229",stephan.tiesler.cdu
"Dorothee Bär","84588674291",DorotheeBaerMdB
,,spdbarbarahendricks
Olaf Müller,"1088150424582005",olafmuellerjena
Michael Gerdes,"1745682372370310",michaelgerdesmdb
Nebahat Güçlü,"1513109955641291",ngueclue
Klaus-Peter Schulze,"205663176289275",schulzemdb
,,christian.vonstetten
"Turgut Yüksel","590370204340508",turgut.yueksel
Ismail Tipi -,"927905473936615",ismail.tipi.fanpage
Petr Bystron,"1636160909956158",bystronpetr
,,uwe.thrum.7
Kazim Abaci,"177608945611291",kazimabaci.de
Anette Kramme,"886463838049032",anette.kramme.bayreuth
Claus Schaffer,"1706576856222224",clausschafferafd2016
Jörg Cezanne,"1725054877786065",joergcezanne
Ralf Stegner,"480641715335370",ralf.stegner
Alexander Langguth,"401509219974428",Langguth.Alexander
Kordula Schulz-Asche,"140216212665755",SchulzAsche
Andreas Rahm,"1618163838411499",rahmandreas
Wahlkreis Anzeiger München-Land,"115063398573872",wkamuenchenland
,,marlen.bloxx
Gero Hocker,"994288540670647",hockergero
"Matthias Büttner","631684597183134",buettner.matthias.afd
Ulrike Alex,"393620127425701",AlexWK45
Bernd Gögel,"527594970784442",bernd.goegel
Rico Anton,"318123198582155",ricoantonmdl
Nadine Julitz,"470639076394243",Nadine Julitz
,,katy.walther.9
Udo Schiefner,"321220311306238",USchiefner
,,johannes.funke.98
Barbara Saebel,"769272409845211",Barbara.Saebel
Nadja Lüders,"749364901878805",nadjaluedersMdL
Franz Wiese,"630781323726492",wiesefranz
Kai Gehring,"93711056469",kai.gehring
Axel Knoerig,"79647730686",axel.knoerig
Arno Münster (SPD),"170881026287614",arnomuenster
Winfried Hermann,"106350006642",WinneHermann
Marko D. Knudsen,"532506096886819",MarkoDKnudsenFanPage
"Matthias Büttner","1661086534146864",Matthias.BuettnerAFD
Christopher Vogt,"391068447769110",christopher.vogt.mdl
Anna Toman,"285018685362788",AnnaToman91
Hendrik Hoppenstedt,"525779044151618",HendrikHoppenstedt
,,markus.plenk.127
Carsten Löcker für Marl und Herten im Landtag NRW,"1079710375412474",spdlandtagsabgeodneter
Jürgen Baumgärtner,"415451491875178",JuergenBaumgaertnerMdL
Pia Schellhammer,"397885530721158",pia.schellhammer
Claudia Schüßler,"423076391397584",ClaudiaSchuesslerSPD
Torsten Leveringhaus,"1706061103016250",torstenleveringhaus.de
,,kramme.anette
Josef Oster,"1862755217333823",josef.oster.bundestag
"Max Straubinger","286757068024167",MaxStraubingerMdB
Najib Karim,"1400355536842655",najib.karim.2013
Steffen Kotré,"1310772865717843",St.Kotre
"Astrid Schmitt, SPD","179859998720259",astrid.schmitt.mdl
Jens Kestner,"233608640459526",jens.kestner.afd
Michael Boddenberg,"135723493162322",michaelboddenberg
Hans Michelbach,"329784413742246",HansMichelbach
Mareike Lotte Wulf,"239730576465595",mareikefuermitte
Matthias Seestern-Pauly,"302705179873307",seestern.pauly
Sylvia Lehmann,"1867495213504775",Sylvia Lehmann
Max Schad,"289549144910652",MaxSchadWK40
Stephan Protschka,"530757183776023",Protschka.Stephan
"Verena Osgyan","466094980148463",verenawaehlen
Markus Wagner,"1967019790197412",Markus.Wagner.AfD
Diether Dehm,"51091986850",DietherDehmMdB
Matthias Zimmer,"435278906568260",drmatthiaszimmer
Volker Münz,"246266459148297",vmuenz
Deniz Celik,"1682933235112058",deniz.celik.mdhb
"Jens Ahrends","1385244974927307",AhrendsMdL
Stephen Brauer,"492878437848626",Brauer.Stephen
Claudia Martin,"1023547907698135",Claudia.Martin.MdL
Guido Wolf,"382072908637491",GuidoWolfinfo
André Stinka,"53607738659",andre.stinka
Frank-Tilo Becher,"2027276534150547",ftbecher
Anton Friesen,"150241178808026",DrFriesenMdB
Christian Pegel,"1057112721018962",christian.pegel.spd
,,sylvia.kottinguhl
Karsten Rudolph,"1830771863807833",karsten.rudolph.nrw
Harald Weinberg,"215738195566661",Harald Weinberg
Jürgen Keck,"1545239745778131",Juergen.Keck.FDP
Sebastian Brehm,"138987483307740",sebastianbrehm.de
Carl Cevin-Key Coste,"1656103148016226",costehamburg
,,marcus.held.9
Thomas Bareiß,"152284468263590",thomas.bareiss
"Marco Weber","867613930012858",marcoweber.fdp
Matthias Goeken,"1184271214940455",matthiasgoekencdu
Thomas Sattelberger,"1714244788796089",thsattelberger
Barbara Lewy - Abgeordnete in der Bezirksversammlung Harburg,"189174621101794",Lewy.Barbara
Gerda Hövel,"272133982875294",GerdaHoevel
Michael Espendiller,"798071870367436",EspendillerM
Cansel Kiziltepe,"538735382836792",CanselKiziltepe
"Thorsten Schwab","325881867531822",thorstenschwab.csu
Esther Niewerth-Baumann -,"976240655840565",EstherNiewerthBaumannMdL
Stefanie Drese,"967367566634865",stefanie.drese
,,britta.kornmesser
Harald Laatsch,"1753997878177251",haraldlaatsch
Philipp Weltzien,"1464105103715781",Philipp.Weltzien.fuer.Suhl
,,cordula.eger.7
Sandra Weeser,"724954954342174",S.WeeserFDP
Christian Baldauf,"301485916628595",baldaufchristian
"Saskia Esken, SPD","410100252391597",EskenSaskia
Andreas Tietze,"1370862229690939",andreastietzegruene
Martin Brandl,"358186748320",MartinBrandlMdL
,,bernd.rutzel.1
"Alexander Fuhr","1123865980991270",AlexanderFuhrMdL
,,sabine.poschmann.1
Alice Weidel,"1061322973878937",aliceweidel
Filiz Polat,"167292313732467",Filiz.Polat.Bundestag
,,ManuelHoeferlin
Joana Cotar,"242641809484926",afd.joanacotar
"Andreas Keith","169616393613453",Andreas.Keith.AfD
Birgit Hesse,"707368402630685",birgit.hesse.102
Alexander Saipa,"307790152638248",alexandersaipa
Jens Maier,"1764810443782047",alternativeimbundestag
,,nina.eisenhardt
Guido Déus,"1058768984234455",DeusBonn
Andreas Kalbitz,"2299270487017208",KalbitzAfD
Kai Wegner,"401644396606709",kai.wegner2.0
Lorenz Gösta Beutin,"704854642863982",lgbeutin
Kerstin Vieregge,"1383348715089774",kerstin.4egge
Timo Schreyer AfD,"328531201324573",Timo.Schreyer.AfD
Antje Lezius,"407312495997600",AntjeLezius
Olaf Scholz,"104145414310",olafscholz
Daniela Ludwig,"351364005000140",daniela.ludwig.bundestag
,,thomas.hartung.106
,,martin.michalik.vahr
Gottfried Curio,"265344823886953",GottfriedCurio.AfD
Ludwig Scheetz,"405406826239377",scheetzludwig
,,cemal.bozoglu.3
Cornelia Willius-Senzer,"962295827183500",willius.senzer
Lucie Hammecke,"104365007578195",LucieHammecke
Norbert Brackmann,"323885334384221",NorbertBrackmann
,,jojobecher
Arno Klare,"480197465350951",arno.klare.spd
,,steffen.bilger.LB
,,erhard.grundl
Nadja Büteführ,"330805997275951",nadja.buetefuehr
Paul Ziemiak,"1067821176570031",paulziemiak
AfD-Fraktion Frankfurt - Oder,"804591849667951",afdfraktionffo
,,thomas.porschke
,,toni.schuberl
"Sebastian Rüter - für TKS und Nuthetal im Landtag","234285030771399",sebastianfuerbrandenburg
Christian Heinz,"1954801171499759",HeinzMdL
Hansjörg Schmidt,"183537271670675",HansjoergSchmidt
Antje Kapek,"300218877015053",Antje.Kapek
Sarah Ryglewski,"199066060136423",sarah.ryglewski
Anne Krischok - ehemalige Bürgerschaftsabgeordnete,"170558322995225",Anne Krischok - ehemalige Bürgerschaftsabgeordnete
,,matthias.enghuber
CDU - Anpacken für Bargteheide,"324143927703289",CDU - Anpacken für Bargteheide
Stephan Siemer,"166592180430826",stephansiemer.cdu
Joachim Hanisch,"425395884196240",BayerischerLandtag
Susann Wippermann,"395123870689876",susann.wippermann.7
"Helmut Seifen","2119001598342071",hseifen
Dieter Stier,"213324332126468",dieter.stier.blk
Sebastian Watermeier,"1966782206947427",watermeierMdL
Martina Feldmayer,"2590070791064891",martinafeldmayermdl
Nic Vogel,"714820345640123",Vogel.AfD
Martin Stümpfig,"140443376163779",MartinStuempfigLandtag
Fritz Güntzler,"621011257931252",fguentzler
Mario Czaja,"341164211104",czaja.mario
Siegfried Lorek,"147031002000511",Siegfried.Lorek
Matthias Höhn,"293204214064861",matthiashoehn.dielinke
Landtagsabgeordneter Thomas Gottweiss,"211131615748470",ThomasGottweissCDU
,,vanessagronema
,,albert.stegemann
Anita Schäfer,"129956130521403",SchaeferMdB
Gabriele Reich-Gutjahr,"672638626222938",GReichGutjahr
,,franziska.brantner
Ernst Dieter Rossmann,"1411645415522689",ErnstDieterRossmann
Jürgen Banzer,"122453171141559",JuergenBanzer
Fabian Gramling,"1038130056206822",f.gramling
,,korbercarsten
,,thomas.juergewitz
,,klaus.herrmann.58323
Elvan Korkmaz-Emre,"616126055109820",ElvanKorkmazGT
Marc Herter,"1801553256733890",marcherterhamm
Jörg Blöming,"1823674971205625",JoergBloeming
Hans-Willi Körfges,"352242214814842",koerfges
Julika Sandt,"250433988865310",JulikaSandtMdL
Oliver Grundmann,"569278623090292",mdb.olivergrundmann
Wahlkreisbüro Katja Dörner,"449099278581328",Wahlkreisbuero
,,andreas.nick.37
Martin Rabanus,"1519237084957013",martin.rabanus
Michel Brandt,"1595916270673528",michel.brandt.linke
"Ronald Hande","1737947239863724",wkb.hande
Christopher Hahn,"1442535405889029",christopher.hahn.afd
Oliver Stirböck,"597845546916967",OliverStirboeck
"Andrea Tschacher","180795919077648",AndreaTschacher
Christoph Eilers,"1899780033576273",Christoph.Eilers.CDU
Kerstin Metzner,"318479598553527",kerstin.metzner.spd
,,eckhardt.rehberg
Daniel Sieveke,"1526982304272883",daniel.sieveke
,,martinhenkel1975
