Name,Fraktion,Geschlecht,Twitter_screen_name,Twitter_id,Parlament
"Martin Huber",CSU,männlich,,,"Bayerischer Landtag"
"Thomas Huber",CSU,männlich,huber_ebe,56507365,"Bayerischer Landtag"
"Michael R. Hübner",SPD,männlich,Michael_Huebner,101343305,"Landtag Nordrhein-Westfalen"
"Gerd Hans Hujahn",SPD,männlich,hujahn,2173387343,"Niedersächsischer Landtag"
"Melanie Huml",CSU,weiblich,MelanieHuml,1635185664,"Bayerischer Landtag"
"Lars Hünich",AfD,männlich,Huenich,206243488,"Landtag Brandenburg"
"Andrej Hunko","DIE LINKE",männlich,andrejhunko,87281380,Bundestag
"Christopher Hupe",Grünen,männlich,,,"Bremische Bürgerschaft"
"Simone Huth-Haage",CDU,weiblich,,,"Landtag Rheinland-Pfalz"
"Carsten Hütter",AfD,männlich,Huetter_Carsten,383215422,"Sächsischer Landtag"
"Michael Hüttner",SPD,männlich,MichaelHuettner,90231192,"Landtag Rheinland-Pfalz"
"Ulla Ihnen",FDP,weiblich,uihnen,757224186,Bundestag
"Danial Ilkhanipour",SPD,männlich,ilkhanipour,22359622,"Hamburgische Bürgerschaft"
"Heiner Illing",SPD,männlich,,,"Landtag Rheinland-Pfalz"
"Sina Imhof","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Frank Imhoff",CDU,männlich,,,"Bremische Bürgerschaft"
"Olaf in der Beek",FDP,männlich,,,Bundestag
"Erich Irlstorfer",CSU,männlich,,,Bundestag
"Hans-Jürgen Irmer",CDU,männlich,,,Bundestag
"Thomas Isenberg",SPD,männlich,Thomas_Isenberg,2495929358,"Abgeordnetenhaus von Berlin"
"Regina Jäck",SPD,weiblich,,,"Hamburgische Bürgerschaft"
"Andreas Jäckel",CSU,männlich,,,"Bayerischer Landtag"
"Fabian Jacobi",AfD,männlich,,,Bundestag
"Ralf Jäger",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Armin Jahl",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Frank Jahnke",SPD,männlich,frank_jahnke,705417453782896640,"Abgeordnetenhaus von Berlin"
"Peter Jahr",CDU,männlich,peter_jahr,3119157183,EU-Parlament
"Dieter Janecek","Bündnis 90/Die Grünen",männlich,djanecek,52024480,Bundestag
"Denny Jankowski",AfD,männlich,Denny_Jankowski,810948252912775168,"Thüringer Landtag"
"Sabine  Jansen",SPD,weiblich,,,"Hamburgische Bürgerschaft"
"Nelson Janßen","DIE LINKE",männlich,NelsonJanssen,1851593689,"Bremische Bürgerschaft"
"Meta Janssen-Kucz","Bündnis 90/Die Grünen",weiblich,MetaJanssenKucz,522191717,"Niedersächsischer Landtag"
"Eduard Jantos",CDU,männlich,,,"Landtag Sachsen-Anhalt"
"Bettina Jarasch","Bündnis 90/Die Grünen",weiblich,Bettina_Jarasch,748783193931653121,"Abgeordnetenhaus von Berlin"
"Thomas Jarzombek",CDU,männlich,tj_tweets,37105136,Bundestag
"Burkhard Jasper",CDU,männlich,,,"Niedersächsischer Landtag"
"Jennifer Jasperg","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Maren Jasper-Winter",FDP,weiblich,MarenJasper,1407327390,"Abgeordnetenhaus von Berlin"
"Ursula (Ulla) Jelpke","DIE LINKE",weiblich,ullajelpke,2837971145,Bundestag
"Gyde Jensen",FDP,weiblich,GydeJ,1530171613,Bundestag
"Klaus Jensen",CDU,männlich,,,"Schleswig-Holsteinischer Landtag"
"Stephan Jersch","DIE LINKE",männlich,StephanJersch,107238212,"Hamburgische Bürgerschaft"
"Gunter Jess",AfD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Thomas de Jesus Fernandes",AfD,männlich,MdLFernandes,793791281709408256,"Landtag Mecklenburg-Vorpommern"
"Matthias Joa",AfD,männlich,MJ_AfDKreisGER,28973422,"Landtag Rheinland-Pfalz"
"Andrea Johlige","DIE LINKE",weiblich,DEZi_Brb,49275682,"Landtag Brandenburg"
"Knut John",SPD,männlich,knutjohn_spd,977186594452066305,"Hessischer Landtag"
"Steffen John",AfD,männlich,steffenjohn9,816761627672461315,"Landtag Brandenburg"
"Dr. Marc Stephan Jongen",AfD,männlich,marc_jongen,4121053541,Bundestag
"Wolfgang Jörg",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Martina Jost",AfD,weiblich,,,"Sächsischer Landtag"
"Reinhold Jost",SPD,männlich,,,"Landtag des Saarlandes"
"Petra Joumaah",CDU,weiblich,,,"Niedersächsischer Landtag"
"Robbin Juhnke",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Nadine Julitz",SPD,weiblich,NadineJulitz,42851693,"Landtag Mecklenburg-Vorpommern"
"Linus Jünemann","Bündnis 90/Die Grünen",männlich,,,"Hamburgische Bürgerschaft"
"Andreas Jung",CDU,männlich,,,Bundestag
"Dr. Christian Jung",FDP,männlich,c_jung77,740178046649565184,Bundestag
"Ingmar Ludwig Jung",CDU,weiblich,ingmar_jung,23296367,Bundestag
"Magnus Jung",SPD,männlich,,,"Landtag des Saarlandes"
"Frank Michael Junge",SPD,männlich,fjunge,77928749,Bundestag
"Uwe Junge",AfD,männlich,Uwe_Junge_MdL,743030354232107008,"Landtag Rheinland-Pfalz"
"Claudio Jupe",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Josip Juratovic",SPD,männlich,josip_juratovic,738731811380076544,Bundestag
"Thomas Jürgewitz",AfD,männlich,,,"Bremische Bürgerschaft"
"Thomas Edmund Jurk",SPD,männlich,thomas_jurk,1959248485,Bundestag
"Oliver Kaczmarek",SPD,männlich,kaczmarekoliver,231440493,Bundestag
"Bijan Kaffenberger",SPD,männlich,,,"Hessischer Landtag"
"Susanna Kahlefeld","Bündnis 90/Die Grünen",weiblich,s_kahlefeld,4844968685,"Abgeordnetenhaus von Berlin"
"Rolf Kahnt",AfD,männlich,,,"Hessischer Landtag"
"Elisabeth Kaiser",SPD,weiblich,lier_e,1425035358,Bundestag
"Klaus Kaiser",CDU,männlich,KlausKaiserCDU,542852805,"Landtag Nordrhein-Westfalen"
"Eka Kalben","Bündnis 90/Die Grünen",weiblich,,,"Schleswig-Holsteinischer Landtag"
"Andreas Kalbitz",AfD,männlich,AndreasKalbitz,969194366744047616,"Landtag Brandenburg"
"Ralf Kalich","DIE LINKE",männlich,RalfKalich,2302845841,"Thüringer Landtag"
"Werner Kalinka",CDU,männlich,,,"Schleswig-Holsteinischer Landtag"
"Helmut Kaltenhauser",FDP,männlich,,,"Bayerischer Landtag"
"Uwe Kamann",AfD,männlich,uwe_kamann,2546790747,Bundestag
"Jens Kamieth",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Petra Kammerevert",SPD,weiblich,,,EU-Parlament
"Stefan Kämmerling",SPD,männlich,st_kaemmerling,33027761,"Landtag Nordrhein-Westfalen"
"Annkathrin Kammeyer",SPD,weiblich,Akammeyer,313164363,"Hamburgische Bürgerschaft"
"Christina Kampmann",SPD,weiblich,c_kampmann,1037134387,"Landtag Nordrhein-Westfalen"
"Michaela Kaniber",CSU,weiblich,,,"Bayerischer Landtag"
"Antje Kapek","Bündnis 90/Die Grünen",weiblich,Antje_Kapek,410237349,"Abgeordnetenhaus von Berlin"
"Sandro Kappe",CDU,männlich,,,"Hamburgische Bürgerschaft"
"Dr. Kirsten Kappert-Gonther","Bündnis 90/Die Grünen",weiblich,,,Bundestag
"Ralf Kapschack",SPD,männlich,,,Bundestag
"Lisa-Kristin Kapteinat",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Alois Karl",CSU,männlich,,,Bundestag
"Annette Karl",SPD,weiblich,presse_mdlkarl,26711312,"Bayerischer Landtag"
"Anja Karliczek",CDU,weiblich,anjakarliczek,2521976694,Bundestag
"Daniel Karrais",FDP,männlich,DanielKarrais,849049560479662080,"Landtag von Baden-Württemberg"
"Jens Torbjörn Kartes",CDU,männlich,torbjoernkartes,3188225915,Bundestag
"Norbert Kartmann",CDU,männlich,,,"Hessischer Landtag"
"Dagmar Kaselitz",SPD,weiblich,,,"Landtag Mecklenburg-Vorpommern"
"Heiko Kasseckert",CDU,männlich,,,"Hessischer Landtag"
"Karin Kerstin Kassner","DIE LINKE",weiblich,,,Bundestag
"Hermino Katzenstein","Bündnis 90/Die Grünen",männlich,,,"Landtag von Baden-Württemberg"
"Dr. Christos Katzidis",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Gabriele Katzmarek",SPD,weiblich,gabykatzmarek,3017602065,Bundestag
"Volker Kauder",CDU,männlich,,,Bundestag
"Dr. Stefan Kaufmann",CDU,männlich,stefankaufmann,51752254,Bundestag
"Frank-Peter Kaufmann","Bündnis 90/Die Grünen",männlich,FPKaufmann,740365519,"Hessischer Landtag"
"Michael Kaufmann",AfD,männlich,KaufmannAfD,1595763756,"Thüringer Landtag"
"Rüdiger Kauroff",SPD,männlich,,,"Niedersächsischer Landtag"
"Metin Kaya","DIE LINKE",männlich,,,"Hamburgische Bürgerschaft"
"Giorgina Kazungu-Haß",SPD,weiblich,KazunguHass,2940467818,"Landtag Rheinland-Pfalz"
"Jürgen Keck",FDP,männlich,,,"Landtag von Baden-Württemberg"
"Oliver Kehrl",CDU,männlich,OKehrl,746363731936968704,"Landtag Nordrhein-Westfalen"
"Wolfram Keil",AfD,männlich,,,"Sächsischer Landtag"
"Joachim Keiler",AfD,männlich,,,"Sächsischer Landtag"
"Thomas  Keindorf",CDU,männlich,ThomasKeindorf,241026414,"Landtag Sachsen-Anhalt"
"Andreas Keith",AfD,männlich,Keith_AfD,3378816575,"Landtag Nordrhein-Westfalen"
"Uwe Kekeritz","Bündnis 90/Die Grünen",männlich,uwekekeritz,46480553,Bundestag
"Birgit Keller","DIE LINKE",weiblich,TLTkeller,415606401,"Thüringer Landtag"
"Daniel Keller",SPD,männlich,,,"Landtag Brandenburg"
"Michael Keller",CDU,männlich,MichaelKellerHB,568470450,"Bremische Bürgerschaft"
"Ska Keller","Bündnis 90/Die Grünen",weiblich,SkaKeller,16600393,EU-Parlament
"Tobias Keller",AfD,männlich,,,"Sächsischer Landtag"
"Jörg Kellner",CDU,männlich,,,"Thüringer Landtag"
"Ronja Kemmer",CDU,weiblich,ronjakemmer,2405039875,Bundestag
"Thomas Kemmerich",FDP,männlich,KemmerichThL,22755312,"Thüringer Landtag"
"Andreas  Kenner",SPD,männlich,,,"Landtag von Baden-Württemberg"
"Stefan Franz Kerker",AfD,männlich,,,"Abgeordnetenhaus von Berlin"
"Matthias Kerkhoff",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Lisa Kern","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Manfred Kern","Bündnis 90/Die Grünen",männlich,gruen_kern,159789763,"Landtag von Baden-Württemberg"
"Timm Kern",FDP,männlich,timmkern,211461592,"Landtag von Baden-Württemberg"
"Jens Kerstan","Bündnis 90/Die Grünen",männlich,,,"Hamburgische Bürgerschaft"
"Dr. Achim Dieter Kessler","DIE LINKE",männlich,AchimKessler,849567328899616768,Bundestag
"Jens Kestner",AfD,männlich,JensKestner,102080844,Bundestag
"Katja Keul","Bündnis 90/Die Grünen",weiblich,,,Bundestag
"Stefan Keuter",AfD,männlich,stefankeuterafd,794628172570619904,Bundestag
"Oliver Keymis","Bündnis 90/Die Grünen",männlich,,,"Landtag Nordrhein-Westfalen"
"Dirk Kienscherf",SPD,männlich,dkienscherf,313161264,"Hamburgische Bürgerschaft"
"Jörg Kiesewetter",AfD,männlich,,,"Sächsischer Landtag"
"Roderich Kiesewetter",CDU,männlich,rkiesewetter,42698498,Bundestag
"Michael Hannes Kießling",CSU,männlich,,,Bundestag
"Olaf Kießling",AfD,männlich,,,"Thüringer Landtag"
"Lukas Kilian",CDU,männlich,LukasKilian,18977248,"Schleswig-Holsteinischer Landtag"
"Sven-Christian Kindler","Bündnis 90/Die Grünen",männlich,sven_kindler,17343047,Bundestag
"Kaya Kinkel","Bündnis 90/Die Grünen",weiblich,KayaKinkel,52381912,"Hessischer Landtag"
"Dr. Georg Kippels",CDU,männlich,,,Bundestag
"Katja Kipping","DIE LINKE",weiblich,katjakipping,28066013,Bundestag
"Oliver Kirchner",AfD,männlich,O_KirchnerAfD,813882051589996548,"Landtag Sachsen-Anhalt"
"Sandro Kirchner",CSU,männlich,,,"Bayerischer Landtag"
"Alpekin  Kirci",SPD,männlich,AlpKIRCI,1104610087,"Niedersächsischer Landtag"
"Svend Kirmes",CDU,männlich,,,"Sächsischer Landtag"
"Thomas Kirste",AfD,männlich,,,"Sächsischer Landtag"
"Susanne Kitschun",SPD,weiblich,,,"Abgeordnetenhaus von Berlin"
"Regina Kittler","DIE LINKE",weiblich,regina_kittler,715144643390914560,"Abgeordnetenhaus von Berlin"
"Cansel Kiziltepe",SPD,weiblich,canselk,23248102,Bundestag
"Markus Klaer",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Anita Klahn",FDP,weiblich,anitaklahn,217747138,"Schleswig-Holsteinischer Landtag"
"Arno Klare",SPD,männlich,arnoklare,1028440310,Bundestag
"Thilo Kleibauer",CDU,männlich,ThiloKleibauer,2901180795,"Hamburgische Bürgerschaft"
"Hendrikje Klein","DIE LINKE",weiblich,HendrikjeKlein,27951819,"Abgeordnetenhaus von Berlin"
"Jürgen Klein",AfD,männlich,,,"Landtag Rheinland-Pfalz"
"Karl Klein",CDU,männlich,karlkleinmdl,250653322,"Landtag von Baden-Württemberg"
"Karsten Klein",FDP,männlich,,,Bundestag
"Marcus Klein",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Stefan Klein",SPD,männlich,Klein_MdL,106529177,"Niedersächsischer Landtag"
"Volkmar Klein",CDU,männlich,volkmarklein,33043294,Bundestag
"Gerhard  Kleinböck",SPD,männlich,Kleinboeck_MdL,933343398160891906,"Landtag von Baden-Württemberg"
"Maria Klein-Schmeink","Bündnis 90/Die Grünen",weiblich,mariaklschmeink,18103366,Bundestag
"Norbert Kleinwächter",AfD,männlich,NKleinwaechter,865920519668989955,Bundestag
"Heiner Klemp","Bündnis 90/Die Grünen",männlich,HeinerOburg,2430982493,"Landtag Brandenburg"
"Wilfried Klenk",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Jochen Klenner",CDU,männlich,jochen_klenner,816033911797141505,"Landtag Nordrhein-Westfalen"
"Barbara Klepsch",CDU,weiblich,,,"Sächsischer Landtag"
"Hanka Kliese",SPD,weiblich,,,"Sächsischer Landtag"
"Holger Kliewe",CDU,männlich,BauernhofKliewe,304524736,"Landtag Mecklenburg-Vorpommern"
"Lars Klingbeil",SPD,männlich,larsklingbeil,16255941,Bundestag
"Dr. Marcel Klinge",FDP,männlich,,,Bundestag
"Christian Klingen",AfD,männlich,,,"Bayerischer Landtag"
"Nina Klinkel",SPD,weiblich,,,"Landtag Rheinland-Pfalz"
"Cornelia Klisch",SPD,weiblich,,,"Thüringer Landtag"
"Arndt Klocke","Bündnis 90/Die Grünen",männlich,Arndt_Klocke,18839279,"Landtag Nordrhein-Westfalen"
"Katharina Kloke",FDP,weiblich,,,Bundestag
"Johannes Klomann",SPD,männlich,JohannesKlomann,4127700922,"Landtag Rheinland-Pfalz"
"Rüdiger Klos",AfD,männlich,,,"Landtag von Baden-Württemberg"
"Kai Klose","Bündnis 90/Die Grünen",männlich,Kai_Klose,18574959,"Hessischer Landtag"
"Daniela Kluckert",FDP,weiblich,danielakluckert,28327765,Bundestag
"Florian Kluckert",FDP,männlich,,,"Abgeordnetenhaus von Berlin"
"Wiebke Knell",FDP,weiblich,WiebkeFDP,253694669,"Hessischer Landtag"
"Tosca Kniese",AfD,männlich,KnieseTosca,921355767688593410,"Thüringer Landtag"
"Carla Kniestedt","Bündnis 90/Die Grünen",weiblich,,,"Landtag Brandenburg"
"Paul Knoblach","Bündnis 90/Die Grünen",männlich,,,"Bayerischer Landtag"
"Swen Knöchel","DIE LINKE",männlich,SwenHalle,34728312,"Landtag Sachsen-Anhalt"
"Axel Knoerig",CDU,männlich,axel_knoerig,928974816220254208,Bundestag
"Peer Knöfler",CDU,männlich,,,"Schleswig-Holsteinischer Landtag"
"Joschka Knuth","Bündnis 90/Die Grünen",männlich,JoschkaKnuth,566454464,"Schleswig-Holsteinischer Landtag"
"Anna Köbberling",SPD,weiblich,,,"Landtag Rheinland-Pfalz"
"Pascal Kober",FDP,männlich,PascalKober,19909974,Bundestag
"Daniel Köbler","Bündnis 90/Die Grünen",männlich,daniel_koebler,18408137,"Landtag Rheinland-Pfalz"
"Mazlum Koc","DIE LINKE",männlich,MazlumKoc10,1129111063407013888,"Bremische Bürgerschaft"
"Lothar Koch",CDU,männlich,,,"Niedersächsischer Landtag"
"Tobias Koch",CDU,männlich,TobiasKoch,810780265,"Schleswig-Holsteinischer Landtag"
"Kerstin Köditz","DIE LINKE",weiblich,kerstinkoeditz,62476514,"Sächsischer Landtag"
"Jens Koeppen",CDU,männlich,jenskoeppen,146376562,Bundestag
"Martina Koeppen",SPD,weiblich,MartinaKoeppen1,926389332,"Hamburgische Bürgerschaft"
"Anja Kofbinger","Bündnis 90/Die Grünen",weiblich,AnjaKofbinger,313307285,"Abgeordnetenhaus von Berlin"
"Dr. Bärbel Kofler",SPD,weiblich,baerbelkofler,193629792,Bundestag
"Hagen Kohl",AfD,männlich,HagenKohlMdL,953733513869709313,"Landtag Sachsen-Anhalt"
"Claudia Köhler","Bündnis 90/Die Grünen",weiblich,KoehlerClaudia7,1039211377624313863,"Bayerischer Landtag"
"Dr. Lukas Köhler",FDP,männlich,koehler_fdp,898597063444877313,Bundestag
"Jochen Kohler",CSU,männlich,KohlerJochen,399257453,"Bayerischer Landtag"
"Sven Kohlmeier",SPD,männlich,KohlmeierSPD,420502434,"Abgeordnetenhaus von Berlin"
"Natascha Kohnen",SPD,weiblich,NataschaKohnen,4702631395,"Bayerischer Landtag"
"Marlies Kohnle-Gros",CDU,weiblich,MKGmdl,3007445145,"Landtag Rheinland-Pfalz"
"Vincent Kokert",CDU,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Dilek Kolat",SPD,männlich,dilkol,81636905,"Abgeordnetenhaus von Berlin"
"Daniela Kolbe",SPD,weiblich,danielakolbe,516783036,Bundestag
"Kerstin Kolbe","DIE LINKE",weiblich,,,"Landtag Mecklenburg-Vorpommern"
"Angela  Kolb-Janssen",SPD,weiblich,,,"Landtag Sachsen-Anhalt"
"Matthias Kollatz-Ahnen",SPD,männlich,,,"Abgeordnetenhaus von Berlin"
"Jan Koltze",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Jens Kolze",CDU,männlich,,,"Landtag Sachsen-Anhalt"
"Enrico Komning",AfD,männlich,EnricoKomning,781747720897892352,Bundestag
"Alexander König",CSU,männlich,AlexKoenigMdL,391911523,"Bayerischer Landtag"
"Bettina König",SPD,weiblich,,,"Abgeordnetenhaus von Berlin"
"Jörn König",AfD,männlich,,,Bundestag
"Thadäus König",CDU,männlich,,,"Thüringer Landtag"
"Katharina König-Preuss","DIE LINKE",weiblich,KatharinaKoenig,68359798,"Thüringer Landtag"
"Carina Konrad",FDP,weiblich,carina_konrad,874304935906729986,Bundestag
"Markus Benjamin Koob",CDU,männlich,koobmar,2664174617,Bundestag
"Torsten Koplin","DIE LINKE",männlich,torstenkoplin,61737879,"Landtag Mecklenburg-Vorpommern"
"Regina Kopp-Herr",SPD,weiblich,koppherr,111044287,"Landtag Nordrhein-Westfalen"
"Petra Köpping",SPD,weiblich,Koepping,185615819,"Sächsischer Landtag"
"Carsten Körber",CDU,männlich,,,Bundestag
"Sebastian Körber",FDP,männlich,S_Koerber_MdL,64515042,"Bayerischer Landtag"
"Hans-Willi Körfges",SPD,weiblich,,,"Landtag Nordrhein-Westfalen"
"Elvan Korkmaz",SPD,weiblich,korkmazgt,3930477322,Bundestag
"Moritz Körner",FDP,männlich,moritzkoerner,21794101,EU-Parlament
"Britta Kornmesser",SPD,weiblich,,,"Landtag Brandenburg"
"Knut Korschewsky","DIE LINKE",männlich,KKorschewsky,61594385,"Thüringer Landtag"
"Jan Korte","DIE LINKE",männlich,jankortemdb,4164673821,Bundestag
"Kirstin Korte",CDU,weiblich,,,"Landtag Nordrhein-Westfalen"
"Wilhelm Korth",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Horst Kortlang",FDP,männlich,,,"Niedersächsischer Landtag"
"Andreas Kossiski",SPD,männlich,AKossiski,2430868498,"Landtag Nordrhein-Westfalen"
"Georg Kössler","Bündnis 90/Die Grünen",männlich,GYGeorg,44379873,"Abgeordnetenhaus von Berlin"
"Joachim Kößler",CDU,weiblich,,,"Landtag von Baden-Württemberg"
"Dietmar Köster",SPD,männlich,,,EU-Parlament
"Steffen Kotré",AfD,männlich,SteffenKotre,912223443231428609,Bundestag
"Sylvia Kotting-Uhl","Bündnis 90/Die Grünen",weiblich,babetteschefin,474013625,Bundestag
"Maik Kowalleck",CDU,männlich,,,"Thüringer Landtag"
"Dr. Rainer Kraft",AfD,männlich,,,Bundestag
"Hannelore Kraft",SPD,weiblich,,,"Landtag Nordrhein-Westfalen"
"Maximilian Krah",AfD,männlich,KrahMax,1162901370,EU-Parlament
"Andreas Krahl","Bündnis 90/Die Grünen",männlich,AndreasKrahl1,876100980554772481,"Bayerischer Landtag"
"Annabell Krämer",FDP,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Hubertus Kramer",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Nikolaus Kramer",AfD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Anette Kramme",SPD,weiblich,AnetteKramme,1461705757,Bundestag
"Nikolaus Kraus","Freie Wähler",männlich,,,"Bayerischer Landtag"
"Dietmar  Krause",CDU,männlich,,,"Landtag Sachsen-Anhalt"
"Alexander Gerd Krauß",CDU,männlich,alexanderkrauss,16361049,Bundestag
"Oliver Krauß",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Petra Krebs","Bündnis 90/Die Grünen",weiblich,,,"Landtag von Baden-Württemberg"
"Constanze Krehl",SPD,weiblich,ConstanzeKrehl,2373681362,EU-Parlament
"Dunja Kreiser",SPD,weiblich,d_kreiser,3392540248,"Niedersächsischer Landtag"
"Jutta Krellmann","DIE LINKE",weiblich,juttakrellmann,600984834,Bundestag
"Holger Krestel",FDP,männlich,HolgerKrestel,61751669,"Abgeordnetenhaus von Berlin"
"Michael Kretschmer",CDU,männlich,,,"Sächsischer Landtag"
"Ronny Kretschmer","DIE LINKE",männlich,,,"Landtag Brandenburg"
"Thomas Kreuzer",CSU,männlich,,,"Bayerischer Landtag"
"Gunther Krichbaum",CDU,männlich,,,Bundestag
"Dr. Günter Krings",CDU,männlich,guenterkrings,392312829,Bundestag
"Oliver Michael Krischer","Bündnis 90/Die Grünen",männlich,oliver_krischer,88630242,Bundestag
"Eva-Maria Kröger","DIE LINKE",weiblich,eva_kroeger,762404056576950272,"Landtag Mecklenburg-Vorpommern"
"Jörg Kröger",AfD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Bernd Krückel",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Thomas Krüger",SPD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Tobias Krull",CDU,männlich,,,"Landtag Sachsen-Anhalt"
"Petra Krümpfer",SPD,weiblich,,,"Bremische Bürgerschaft"
"Rüdiger Kruse",CDU,männlich,ruedigerkruse,20916357,Bundestag
"Wolfgang Kubicki",FDP,männlich,,,Bundestag
"Steffen Kubitzki",AfD,männlich,KubitzkiSteffen,1099660488110166016,"Landtag Brandenburg"
"Simon Kuchinke",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Michael Kuffer",CSU,männlich,michaelkuffer,4249342037,Bundestag
"Daniela Kuge",CDU,weiblich,,,"Sächsischer Landtag"
"Andreas Kugler",SPD,männlich,,,"Abgeordnetenhaus von Berlin"
"Kathleen Kuhfuß","Bündnis 90/Die Grünen",weiblich,,,"Sächsischer Landtag"
"Konstantin Elias Kuhle",FDP,männlich,konstantinkuhle,475275997,Bundestag
"Christian Kühn","Bündnis 90/Die Grünen",männlich,ChrisKuehn_mdb,1143130812,Bundestag
"Harald Kühn",CSU,männlich,,,"Bayerischer Landtag"
"Stephan Kühn","Bündnis 90/Die Grünen",männlich,stephankuehn,104100946,Bundestag
"Dr. Roy Kühne",CDU,männlich,Dr_Roy_Kuehne,1906911697,Bundestag
"Jörg Kühne",AfD,männlich,,,"Sächsischer Landtag"
"Melanie Kühnemann",SPD,weiblich,MKhnemann,2430543418,"Abgeordnetenhaus von Berlin"
"Roberto Kuhnert",AfD,männlich,,,"Sächsischer Landtag"
"Helma Kuhn-Theis",CDU,weiblich,,,"Landtag des Saarlandes"
"Joachim Kuhs",AfD,männlich,Joachim_Kuhs,968551492390129666,EU-Parlament
