Name,Fraktion,Wahlkreis,Kommentar,Bild,Wikipedia-URL
Gerd Schreiner,CDU,,Stellv. Fraktionsvorsitzender,https://de.wikipedia.org/wiki/Datei:WLP_RLP_9199_Gerd_Schreiner.jpg,https://de.wikipedia.org/wiki/Gerd_Schreiner
Wolfgang Schwarz,SPD,Landau in der Pfalz,,https://de.wikipedia.org/wiki/Datei:Wolfgang_Schwarz-6862.jpg,https://de.wikipedia.org/wiki/Wolfgang_Schwarz_(Politiker)
Alexander Schweitzer,SPD,Südliche Weinstraße,Fraktionsvorsitzender,https://de.wikipedia.org/wiki/Datei:2014-02-20_-_Alexander_Schweitzer_-_Landesregierung_Rheinland-Pfalz_-_2676.jpg,https://de.wikipedia.org/wiki/Alexander_Schweitzer_(Politiker)
Anke Simon,SPD,Ludwigshafen am Rhein I,,https://de.wikipedia.org/wiki/Datei:2014-02-19_-_Anke_Simon_-_Landtag_Rheinland-Pfalz_-_2370.jpg,https://de.wikipedia.org/wiki/Anke_Simon
Christoph Spies,SPD,Bad Dürkheim,am 1. Juli 2019 für Manfred Geis nachgerückt,https://de.wikipedia.org/wiki/Datei:Placeholder_staff_photo.svg,https://de.wikipedia.org/wiki/Christoph_Spies
Markus Stein,SPD,,am 1. März 2019 für Denis Alt nachgerückt,https://de.wikipedia.org/wiki/Datei:Markus_Landtag.jpg,https://de.wikipedia.org/wiki/Markus_Stein_(Politiker)
Nico Steinbach,SPD,Bitburg-Prüm,,https://de.wikipedia.org/wiki/Datei:2016-11-17_-_Nico_Steinbach_-_0285.jpg,https://de.wikipedia.org/wiki/Nico_Steinbach
Sven Teuber,SPD,Trier,am 1. August 2016 für Malu Dreyer nachgerückt,https://de.wikipedia.org/wiki/Datei:Sven_Teuber.jpg,https://de.wikipedia.org/wiki/Sven_Teuber
Hedi Thelen,CDU,,,https://de.wikipedia.org/wiki/Datei:2014-02-20_-_Hedi_Thelen_-_Landtag_Rheinland-Pfalz_-_2935.jpg,https://de.wikipedia.org/wiki/Hedi_Thelen
Michael Wagner,CDU,Speyer,am 2. Mai 2019 für Reinhard Oelbermann nachgerückt,https://de.wikipedia.org/wiki/Datei:Placeholder_staff_photo.svg,https://de.wikipedia.org/wiki/Michael_Wagner_(Politiker)
Thomas Wansch,SPD,Kaiserslautern II,,https://de.wikipedia.org/wiki/Datei:WLP_RLP_9352_Thomas_Wansch.jpg,https://de.wikipedia.org/wiki/Thomas_Wansch
Karina Wächter,CDU,Bernkastel-Kues/Morbach/Kirchberg (Hunsrück),am 1. September 2020 für Alexander Licht nachgerückt,https://de.wikipedia.org/wiki/Datei:Placeholder_staff_photo.svg,https://de.wikipedia.org/wiki/Karina_W%C3%A4chter
Michael Wäschenbach,CDU,Betzdorf/Kirchen (Sieg),,https://de.wikipedia.org/wiki/Datei:WLP_RLP_9181_Michael_W%C3%A4schenbach.jpg,https://de.wikipedia.org/wiki/Michael_W%C3%A4schenbach
Marco Weber,FDP,,Parlamentar. Geschäftsführer,https://de.wikipedia.org/wiki/Datei:2016-11-17_-_Marco_Weber_-_0272.jpg,https://de.wikipedia.org/wiki/Marco_Weber_(Politiker)
Adolf Weiland,CDU,Mayen,Stellv. Fraktionsvorsitzender,https://de.wikipedia.org/wiki/Datei:2016-11-17_-_Adolf_Weiland_-_0097.jpg,https://de.wikipedia.org/wiki/Adolf_Weiland
Thomas Weiner,CDU,Pirmasens,,https://de.wikipedia.org/wiki/Datei:2014-02-20_-_Thomas_Weiner_-_Landtag_Rheinland-Pfalz_-_2912.jpg,https://de.wikipedia.org/wiki/Thomas_Weiner
Jessica Weller,CDU,Altenkirchen (Westerwald),am 1. September 2019 für Peter Enders nachgerückt,https://de.wikipedia.org/wiki/Datei:Jessica_Weller.jpg,https://de.wikipedia.org/wiki/Jessica_Weller
Cornelia Willius-Senzer,FDP,,Fraktionsvorsitzende,https://de.wikipedia.org/wiki/Datei:2016-11-17_-_Cornelia_Willius-Senzer_-_0479.jpg,https://de.wikipedia.org/wiki/Cornelia_Willius-Senzer
Steven Wink,FDP,,,https://de.wikipedia.org/wiki/Datei:2016-11-17_-_Steven_Wink_-_0488.jpg,https://de.wikipedia.org/wiki/Steven_Wink
Volker Wissing,FDP,,"Minister für Wirtschaft, Verkehr, Landwirtschaft und Weinbau",https://de.wikipedia.org/wiki/Datei:Volker_Wissing-2617.jpg,https://de.wikipedia.org/wiki/Volker_Wissing
Johannes Zehfuß,CDU,Mutterstadt,,https://de.wikipedia.org/wiki/Datei:WLP_RLP_9610_Johannes_Zehfu%C3%9F.jpg,"https://de.wikipedia.org/wiki/Johannes_Zehfu%C3%9F_(Politiker,_1959)"
