Name,Fraktion,Wahlkreis,Kommentar,Bild,Wikipedia-URL
Karl Klein,CDU,37 Wiesloch,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Karl_Klein_(Politiker)
Gerhard Kleinböck,SPD,39 Weinheim,,https://de.wikipedia.org/wiki/Datei:Gerhard-kleinboeck-mdl-bw.png,https://de.wikipedia.org/wiki/Gerhard_Kleinb%C3%B6ck
Wilfried Klenk,CDU,17 Backnang,Vizepräsident (bis April 2018),https://de.wikipedia.org/wiki/Datei:Landtagspr%C3%A4sident_Wilfried_Klenk.jpg,https://de.wikipedia.org/wiki/Wilfried_Klenk
Rüdiger Klos,AfD,35 Mannheim I,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/R%C3%BCdiger_Klos
Joachim Kößler,CDU,30 Bretten,,https://de.wikipedia.org/wiki/Datei:Joachim_K%C3%B6%C3%9Fler_8565.JPG,https://de.wikipedia.org/wiki/Joachim_K%C3%B6%C3%9Fler
Petra Krebs,GRÜNE,68 Wangen,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Petra_Krebs
Winfried Kretschmann,GRÜNE,09 Nürtingen,,https://de.wikipedia.org/wiki/Datei:Im_Gespr%C3%A4ch_Sylvia_L%C3%B6hrmann_und_Winfried_Kretschmann_(2).jpg,https://de.wikipedia.org/wiki/Winfried_Kretschmann
Sabine Kurtz,CDU,06 Leonberg,Vizepräsidentin (seit 25. April 2018),https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Sabine_Kurtz
Daniel Lede Abal,GRÜNE,62 Tübingen,,"https://de.wikipedia.org/wiki/Datei:2013-05-15_16_-_Lede_Abal,_Daniel_Andreas,_MdL_-_LTBW_-_5191.jpg",https://de.wikipedia.org/wiki/Daniel_Lede_Abal
Ute Leidig,GRÜNE,27 Karlsruhe I,nachgerückt am 1. Februar 2019 für Bettina Lisbach,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Ute_Leidig
Andrea Lindlohr,GRÜNE,07 Esslingen,,https://de.wikipedia.org/wiki/Datei:Andrea_Lindlohr_by_Stepro_IMG_1993_DxO.jpg,https://de.wikipedia.org/wiki/Andrea_Lindlohr
Christine Lipp-Wahl,GRÜNE,10 Göppingen,nachgerückt am 1. Januar 2021 für Alexander Maier,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Christine_Lipp-Wahl
Siegfried Lorek,CDU,15 Waiblingen,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Siegfried_Lorek
Brigitte Lösch,GRÜNE,04 Stuttgart IV,,"https://de.wikipedia.org/wiki/Datei:2013-05-15_16_-_L%C3%B6sch,_Brigitte,_MdL_-_LTBW_-_4920.jpg",https://de.wikipedia.org/wiki/Brigitte_L%C3%B6sch
Manfred Lucha,GRÜNE,69 Ravensburg,,https://de.wikipedia.org/wiki/Datei:Manfred_Lucha_2013-by-RaBoe_01.jpg,https://de.wikipedia.org/wiki/Manfred_Lucha
Winfried Mack,CDU,26 Aalen,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Winfried_Mack
Claudia Martin,CDU,37 Wiesloch,"5. Juli bis 11. Oktober 2016 Mitglied der Fraktion ABW,[4] am 16. Dezember 2016 aus der AfD ausgetreten;[6] am 11. November 2017 Eintritt in die CDU,[7] am 28. November 2017 Aufnahme in die CDU-Landtagsfraktion[8]",https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,"https://de.wikipedia.org/wiki/Claudia_Martin_(Politikerin,_1970)"
Thomas Marwein,GRÜNE,51 Offenburg,,https://de.wikipedia.org/wiki/Datei:2013-05-16_Thomas_Marwein_8442-crop.JPG,https://de.wikipedia.org/wiki/Thomas_Marwein
Heiner Merz,fraktionslos,24 Heidenheim,am 30. Juli 2020 Austritt aus der AfD-Fraktion und der Partei[9],https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Heiner_Merz
Bärbl Mielich,GRÜNE,48 Breisgau,,https://de.wikipedia.org/wiki/Datei:Baerbl_Mielich_2007.jpg,https://de.wikipedia.org/wiki/B%C3%A4rbl_Mielich
Bernd Murschel,GRÜNE,06 Leonberg,,https://de.wikipedia.org/wiki/Datei:Bernd_Murschel_8905.JPG,https://de.wikipedia.org/wiki/Bernd_Murschel
Georg Nelius,SPD,38 Neckar-Odenwald,,https://de.wikipedia.org/wiki/Datei:2013-05-16_Georg_Nelius_8899-crop.JPG,https://de.wikipedia.org/wiki/Georg_Nelius
Paul Nemeth,CDU,05 Böblingen,,"https://de.wikipedia.org/wiki/Datei:2013-05-15_16_-_Nemeth,_Paul,_MdL_-_LTBW_-_4705.jpg",https://de.wikipedia.org/wiki/Paul_Nemeth
Christine Neumann,CDU,31 Ettlingen,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Christine_Neumann
Jutta Niemann,GRÜNE,22 Schwäbisch Hall,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Jutta_Niemann
Claus Paal,CDU,16 Schorndorf,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Claus_Paal
