"uuid","category","group","Name","Fraktion","Wahlkreis","Kommentar","Bild","Wikipedia.URL","Geschlecht","Twitter_screen_name","Twitter_id","last_modified_time","last_modified_user","modified_at","modified_by","tags"
"7d08bca4-7cbc-44f0-a39b-019bbb8d9dda","Parlamentarier","Landtag Brandenburg","Uwe Adler","SPD","Potsdam-Mittelmark III/Potsdam III","","https://de.wikipedia.org/wiki/Datei:Image_of_none.svg","https://de.wikipedia.org/wiki/Uwe_Adler_(Politiker)","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"d3774f96-8da1-4546-a9a3-2c9837789c9d","Parlamentarier","Landtag Brandenburg","Kristy Augustin","CDU","Landesliste","","https://de.wikipedia.org/wiki/Datei:16-03-10-Kristy-Augustin_RR26959.jpg","https://de.wikipedia.org/wiki/Kristy_Augustin","weiblich","KristyAugustin",393915048,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"d5385a78-ba14-422b-bc8c-7a2a3388949d","Parlamentarier","Landtag Brandenburg","Günter Baaske","SPD","Potsdam-Mittelmark II","","https://de.wikipedia.org/wiki/Datei:G%C3%BCnter_Baaske_2012.jpg","https://de.wikipedia.org/wiki/G%C3%BCnter_Baaske","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"9ee40968-12fa-44ff-a2da-be3e68924e97","Parlamentarier","Landtag Brandenburg","Ortwin Baier","SPD","Teltow-Fläming III","","https://de.wikipedia.org/wiki/Datei:Image_of_none.svg","https://de.wikipedia.org/wiki/Ortwin_Baier",NA,NA,NA,NA,NA,2021-02-23 20:38:11,"admin",""
"1ade0e25-eca5-4676-9e05-6d166a1e62be","Parlamentarier","Landtag Brandenburg","Helmut Barthel","SPD","Teltow-Fläming I","","https://de.wikipedia.org/wiki/Datei:16-03-10-Helmut-Barthel_RR27204.jpg","https://de.wikipedia.org/wiki/Helmut_Barthel","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"a16800ba-3fe6-440b-8154-5dc7b8545382","Parlamentarier","Landtag Brandenburg","Sabine Barthel","AfD","Uckermark III/Oberhavel IV","","https://de.wikipedia.org/wiki/Datei:Image_of_none.svg","https://de.wikipedia.org/wiki/Sabine_Barthel","weiblich","SabineBarthel1",884018918624559104,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"9137e291-f8d2-45c4-b517-28dafa8ab719","Parlamentarier","Landtag Brandenburg","Hans-Christoph Berndt","AfD","Dahme-Spreewald III","","https://de.wikipedia.org/wiki/Datei:Image_of_none.svg","https://de.wikipedia.org/wiki/Hans-Christoph_Berndt","männlich","HCBerndt",1047818703591657472,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"a494feb2-94a1-4a03-9365-3ea111ad505d","Parlamentarier","Landtag Brandenburg","Birgit Bessin","AfD","Landesliste","","https://de.wikipedia.org/wiki/Datei:Landtagsprojekt_Brandenburg_Plenum_by_Olaf_Kosinsky-14_(cropped).jpg","https://de.wikipedia.org/wiki/Birgit_Bessin","weiblich","BirgitBessin",2978423943,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"e4e39ffa-5ac0-4b42-af8e-a97d46167b4e","Parlamentarier","Landtag Brandenburg","Mike Bischoff","SPD","Uckermark II","","https://de.wikipedia.org/wiki/Datei:16-03-09-Mike-Bischoff_RR26435.jpg","https://de.wikipedia.org/wiki/Mike_Bischoff","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"722cec43-d20d-4ef1-814c-bc91e72283d4","Parlamentarier","Landtag Brandenburg","Marlen Block","DIE LINKE","Landesliste","","https://de.wikipedia.org/wiki/Datei:Image_of_none.svg","https://de.wikipedia.org/wiki/Marlen_Block","weiblich","MarlenBlock",1170632691307429888,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"a6fc3755-09d9-4dad-a32c-8ab0d434e561","Parlamentarier","Landtag Brandenburg","Frank Bommert","CDU","Landesliste","","https://de.wikipedia.org/wiki/Datei:2019-09-03_Frank-Bommert-2018-by-Frank-Bommert-and-Marcel-Ruffert.jpg","https://de.wikipedia.org/wiki/Frank_Bommert","männlich","BommertF",4833202817,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"de120047-7d38-4300-8ca5-59995715717f","Parlamentarier","Landtag Brandenburg","Steeven Bretz","CDU","Landesliste","","https://de.wikipedia.org/wiki/Datei:Portr%C3%A4t_Steeven_Bretz_Landesparteitag_CDU_Brandenburg_Mai_2019.jpg","https://de.wikipedia.org/wiki/Steeven_Bretz","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"62a8960c-6f1c-41d6-8921-e5d9496f6abe","Parlamentarier","Landtag Brandenburg","Julian Brüning","CDU","Landesliste","","https://de.wikipedia.org/wiki/Datei:Image_of_none.svg","https://de.wikipedia.org/wiki/Julian_Br%C3%BCning","männlich","Julian_Bruening",935109074,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"ab6a38e8-6f87-444c-9dc6-66fd5e4e972d","Parlamentarier","Landtag Brandenburg","Petra Budke","GRÜNE","Landesliste","","https://de.wikipedia.org/wiki/Datei:Image_of_none.svg","https://de.wikipedia.org/wiki/Petra_Budke","weiblich","PetraBudke",954483875085979648,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"a66966a4-a9b6-4a0c-a134-facd41e57d23","Parlamentarier","Landtag Brandenburg","Ricarda Budke","GRÜNE","Landesliste","nachgerückt am 7. Januar 2020 für Axel Vogel","https://de.wikipedia.org/wiki/Datei:Image_of_none.svg","https://de.wikipedia.org/wiki/Ricarda_Budke",NA,NA,NA,NA,NA,2021-02-23 20:38:11,"admin",""
"6bb4ad6c-79d1-420c-9c9a-40bccb29c7a4","Parlamentarier","Landtag Brandenburg","Andreas Büttner","DIE LINKE","Landesliste","","https://de.wikipedia.org/wiki/Datei:Andreas_B%C3%BCttner_2009_Europaparteitag_FDP.jpg","https://de.wikipedia.org/wiki/Andreas_B%C3%BCttner_(Politiker)","männlich","BuettnerAndreas",867834583,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
