"uuid","category","group","Name","Fraktion","Wahlkreis","Kommentar","Bild","Wikipedia.URL","Geschlecht","Twitter_screen_name","Twitter_id","last_modified_time","last_modified_user","modified_at","modified_by","tags"
"d3558fe4-9a01-4012-8740-ba578d0981c7","Parlamentarier","Hessischer Landtag","Ulrike Alex","SPD","Offenbach Land II","","https://de.wikipedia.org/wiki/Datei:MJK00507_Ulrike_Alex.jpg","https://de.wikipedia.org/wiki/Ulrike_Alex","weiblich","UAlexMdL",1169613384,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"6c5d5f36-ab6f-4210-99da-1c4c4e45302a","Parlamentarier","Hessischer Landtag","Tarek Al-Wazir","GRÜNE","Offenbach-Stadt","Stellvertreter des Ministerpräsidenten, Staatsminister für Wirtschaft, Energie, Verkehr und Wohnen","https://de.wikipedia.org/wiki/Datei:2016-02-04_Tarek_Al-Wazir_-_MdL_Hessen_-_3647-2.jpg","https://de.wikipedia.org/wiki/Tarek_Al-Wazir","männlich","talwazir",1361302316,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"fa8ee806-2424-422c-a9fe-3cb7dea4910f","Parlamentarier","Hessischer Landtag","Kathrin Anders","GRÜNE","nur Landesliste","","https://de.wikipedia.org/wiki/Datei:MJK_43170_Kathrin_Anders_(Hessischer_Landtag_2019).jpg","https://de.wikipedia.org/wiki/Kathrin_Anders","weiblich","kathrin_anders",1257763741,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"d0c78512-fb71-4d4a-8e0f-ba851ec23ae9","Parlamentarier","Hessischer Landtag","Lena Arnoldt","CDU","Rotenburg","","https://de.wikipedia.org/wiki/Datei:MJK_42966_Lena_Arnoldt_(Hessischer_Landtag_2019).jpg","https://de.wikipedia.org/wiki/Lena_Arnoldt","weiblich","LenaArnoldt",95926723,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"dcc3e933-c28e-4af9-9a33-fe78a93687d2","Parlamentarier","Hessischer Landtag","Sabine Bächle-Scholz","CDU","Groß-Gerau I","","https://de.wikipedia.org/wiki/Datei:2016-02-04_Sabine_B%C3%A4chle-Scholz_-_MdL_Hessen_-_3262-2.jpg","https://de.wikipedia.org/wiki/Sabine_B%C3%A4chle-Scholz","weiblich","BchleS",472861860,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"6616f4df-d2af-4912-b422-1eefde8ee830","Parlamentarier","Hessischer Landtag","Dirk Bamberger","CDU","Marburg-Biedenkopf II","","https://de.wikipedia.org/wiki/Datei:MJK_43264_Dirk_Bamberger_(Hessischer_Landtag_2019).jpg","https://de.wikipedia.org/wiki/Dirk_Bamberger","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"f2652433-4a11-40b7-8170-a3a1ca140811","Parlamentarier","Hessischer Landtag","Jürgen Banzer","CDU","Hochtaunus II","","https://de.wikipedia.org/wiki/Datei:0390R-CDU,_Juergen_Banzer.jpg","https://de.wikipedia.org/wiki/J%C3%BCrgen_Banzer","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"fec300d4-47db-4107-a7c0-4e36c99cb3e8","Parlamentarier","Hessischer Landtag","Ralf-Norbert Bartelt","CDU","Frankfurt am Main III","","https://de.wikipedia.org/wiki/Datei:Ralf-Norbert_Bartelt_(Martin_Rulsch)_2013-02-28_3.jpg","https://de.wikipedia.org/wiki/Ralf-Norbert_Bartelt","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"ef2bb9b8-a56c-44b2-9222-f59c9d3b1e7a","Parlamentarier","Hessischer Landtag","Elke Barth","SPD","Hochtaunus I","","https://de.wikipedia.org/wiki/Datei:2016-02-04_Elke_Barth_-_MdL_Hessen_-_3430-2.jpg","https://de.wikipedia.org/wiki/Elke_Barth_(Politikerin)","weiblich","ElkeBarth_MdL",930355540877807616,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
"c9650dbb-9b58-4d0c-8e60-527f26281b14","Parlamentarier","Hessischer Landtag","Alexander Bauer","CDU","Bergstraße I","","https://de.wikipedia.org/wiki/Datei:MJK00558_Alexander_Bauer.jpg","https://de.wikipedia.org/wiki/Alexander_Bauer_(Politiker,_1972)","männlich","BauerMdL",817007662483337216,2021-02-23 20:23:58,"grenwi",2021-02-23 20:38:11,"admin",""
